TAID,Class,BCUTs-1l,NsssCH,BCUTi-1l,Xc-6d,BCUTpe-1l,Xc-4d,ATSC1d,ATSC1p,PEOE_VSA1,ATSC4v,PEOE_VSA9,AATSC1d,AATSC0i,BCUTd-1h,SlogP_VSA5,AXp-1d,ATSC1dv,BCUTZ-1l,SpMax_A
TOX-57843,1,1.067127874880637,6,11.019157577230304,1.0535800697461415,2.307449229768445,0.9704701804574842,35.304601899196506,2.2342685015918367,30.269499928003576,-538.0862541,28.82502486686076,0.4585013233661884,1.2259301922090848,4.120865017,80.57026851246441,0.4094816730652111,92.58655953250543,5.758692245464956,2.732543762814581
TOX-57882,1,1.067127478713472,11,11.019158285598264,0.8494559245142099,2.307468982027053,0.6817950458626713,35.45679012345678,3.265733073855002,55.43247246116644,-1814.799121,36.12088275,0.4171387073347856,1.195580537987191,4.120833553572645,59.79905691339255,0.4137333889506902,53.012345679012434,5.758693813,2.7329827780921474
TOX-57888,1,1.0671278857612034,7,11.019158329436944,0.849455925,2.307463570222284,0.6817950458626711,32.485822306238184,2.5360238181688346,35.37602732284428,-1449.072383,23.41003439746398,0.4511919764755303,1.218452385901473,4.120816237991079,66.72279411308317,0.4126828616000048,74.16446124763699,5.758693643,2.7320976658585767
TOX-59376,0,1.3704110649477623,0,10.948748728499492,0.0,2.237470720841556,0.0,6.229968782518208,-0.359763924,0.0,-689.1464552,11.126902983393991,0.188786932803582,1.557464664258242,3.244635226182318,26.409905346386097,0.4414693784680523,33.52029136316337,5.688332197759191,2.486924905872098
TOX-63414,0,0.6223150905391642,2,10.338087820476488,0.0,2.241477992628609,0.0,9.617473970122225,-0.364213374,19.690424242456903,768.8747311346898,5.752853606746789,0.1962749789820862,1.474723945256499,3.1903128254661834,31.20562032697299,0.4459146818216337,60.62954579749508,5.693573128385882,2.4481052736758144
TOX-72477,1,1.1328111284036742,20,10.973010510499206,0.1178511301977579,2.262014803178178,0.2041241452319315,37.37769729892872,-3.079729984,77.85885047332627,-531.4226349,55.19042716631208,0.2595673423536716,1.2215747201450906,4.023034700753374,87.49400571215503,0.448899452,153.30058850158463,5.712630764671341,2.4807401094530888
TOX-72496,1,1.180355662057018,1,10.946177746351964,0.1642664266089148,2.2353177417310257,0.096225045,10.582163875056592,-0.111594067,14.743300079491233,451.93536077409885,0.0,0.2159625280623794,1.396719638080102,4.0338299067814365,23.96854622924601,0.4462772633385508,44.36894522,5.685810560432665,2.479718539646408
TOX-72673,0,1.2629032298232703,1,10.954409420073544,0.0,2.2436910670960155,0.0,6.759945130315497,-1.176501597,4.736862953800049,96.36243135668067,0.0,0.120713305898491,1.3673266704201898,3.1902018179550624,50.13022205840102,0.4555129458807896,44.555555555555614,5.693949855873404,2.3724454725696296
TOX-72919,1,1.0613672834574004,9,10.989237477637673,0.7610266837675534,2.277914447945126,0.4012929288806347,30.45347655682976,2.2781716610181952,44.84975323044437,-3286.251949,30.016916361976897,0.3460622336003381,1.2466330976547362,4.120670708,71.63486900571534,0.4179189011479313,66.65829583393811,5.728818069941771,2.698748033226681
TOX-73193,0,1.4401632267707252,0,10.930831931055174,0.0,2.220132546709626,0.0,12.841316118284036,0.4794721765113815,15.207393384762284,-1127.563796,14.219595082555069,0.2517905121232164,1.481416856288423,3.181890273075265,22.253805966787983,0.4517547154542812,45.86672219908368,5.670423352047771,2.387831017692142
TOX-73201,1,0.6173158199914506,3,10.337822547996858,0.068041382,2.244077546372539,0.2041241452319315,17.03117441547972,-0.524978663,19.85347101950733,-587.9304227,6.4208216229260096,0.2703361018330114,1.465789613743161,4.023082224209313,33.25840029045949,0.4462257528197672,81.14094180178571,5.694165163,2.6331152888150657
TOX-73441,1,1.0671278904076082,6,11.019158089527656,0.849455925,2.3074635650773523,0.6817950458626711,31.485207100591705,2.2373989798970184,30.269499928003576,-1626.915912,23.41003439746398,0.4630177514792897,1.2274498050550893,4.120810919725991,66.72279411308317,0.4100166778711626,74.93562130177517,5.758693368,2.7316473957064447
TOX-76301,0,1.1954035483128822,3,10.941542533431855,0.0,2.230252702603496,0.0,11.13477975016437,1.243362700329003,20.63637078852845,-590.700353,12.71084835226122,0.2783694937541092,1.322632892716253,3.2660650106698714,43.06261688514655,0.4495217135715137,29.72452333990794,5.681099308399452,2.461942054652412
TOX-76698,1,0.2929914069999662,0,10.453292140581183,0.0,2.112366588208576,0.1767766952966369,4.077580539119002,-2.413355131,4.5237471617118175,-383.5198163,11.530193013330589,0.101939513477975,1.488414690989868,4.029510271921638,12.48718869138762,0.4592411311829108,10.734442090567448,5.6901115686011945,2.3406946307458107
TOX-78815,0,1.1482048602634705,5,11.065835603403553,0.1443375672974064,2.3462405223963034,0.1443375672974064,8.600000000000003,0.8458249328000007,40.69281592685061,-72.90615335,18.75268918140918,0.215,1.1469196231487184,4.023987446350962,13.344558822616634,0.4580435889022827,11.800000000000002,5.803607547273291,2.478299384647566
TOX-78851,0,1.273681965319491,1,10.95210472436825,0.0,2.2388840449714027,0.0,7.857142857142858,-0.548001705,0.0,-115.9122814,11.064474142889289,0.2806122448979592,1.3434529266365745,3.2173314218801345,17.28172587545944,0.4620285406884359,37.88888888888889,5.693192144472039,2.3538395923657918
TOX-109729,1,1.067127878325933,6,10.954865168309718,0.8494559245142099,2.243883936308632,0.6817950458626713,31.27777778,2.664232121242253,30.269499928003576,-1610.109995,28.973485889160976,0.4115497076023395,1.2846841926552084,4.120824205935873,70.15704558916137,0.4129740351828589,74.23456790123463,5.694486359793285,2.7322669365505208
