TAID,Class,BCUTi-1l,BCUTdv-1h,BCUTs-1l,BCUTi-1h,BCUTZ-1l,BCUTs-1h,BCUTd-1h,BCUTv-1l,SIC0,BCUTse-1l,BCUTse-1h,BCUTdv-1l,EState_VSA8,nBase,PEOE_VSA7,SLogP,SMR_VSA6,BCUTZ-1h,SMR_VSA3,AATSC0v,ETA_dEpsilon_D
TOX-29595,1,10.9588285,5.054712496,1.291029927,14.55792975,5.699272234,3.042977329,3.252690193,15.58573126,0.335083648,2.440477252,3.495468678,0.773083371,16.88812902,3,12.13273414,2.945,24.53417895,17.00212424,5.316788604,52.99972479,0.030625584
TOX-58590,1,10.92852741,6.029824407,1.183342517,14.54327389,5.667514641,7.009365891,4.01805776,14.70046776,0.235094231,2.408564849,3.715714164,0.992430929,4.899909731,1,58.83510179,5.18972,19.63426922,8.029860358,4.899909731,51.82509444,0.0
TOX-16190,1,10.94368219,5.013284466,1.110649486,14.5432706,5.683238814,6.002806534,4.029944732,14.7081616,0.226510609,2.428628924,3.668026573,0.987893033,31.39268688,1,54.98476444,3.4925,13.08951281,8.006130686,4.899909731,52.82597906,0.021825397
TOX-65350,0,10.3110524,5.045117099,0.604688022,14.54936818,5.673536407,3.041199026,3.270535763,15.58848773,0.347106483,2.409797543,3.311437844,0.653149562,16.03432411,0,12.99010427,3.15292,0.0,16.00450329,9.967957042,51.91561589,0.0
TOX-11795,0,10.30966915,6.029064265,0.296414929,14.54072144,5.693835122,7.015028474,4.042873735,14.69996966,0.366254729,2.436203651,3.767597559,0.615879989,5.316788604,1,17.69618563,-0.0861,19.40740755,17.00320653,5.316788604,49.51328252,0.094003284
TOX-65622,1,10.94629179,6.023434745,1.171221798,14.549056,5.685614643,7.009366927,4.039611771,14.70178583,0.248249622,2.431005368,3.705346376,0.988007086,9.799819462,2,18.05064018,1.1851,58.96493321,8.02379717,19.59963892,49.78381015,0.029847495
TOX-16873,1,10.93686353,6.024327197,1.243404075,14.54397408,5.676365491,7.009365484,3.294612299,14.70178006,0.254278176,2.421141963,3.70602764,0.995171834,0.0,0,47.73109893,3.2138,35.48686215,8.024849701,4.899909731,49.66587843,0.0
TOX-42877,1,10.313223,6.023237038,1.104231076,14.54442607,5.767355529,7.009356356,4.039340344,14.70178023,0.292494197,2.508098553,3.70410397,0.653460867,24.48105161,0,42.81323483,1.986,0.0,16.00441186,10.63357721,52.03232785,0.05112782
TOX-67345,1,10.32505476,6.02270273,0.407018204,14.54843537,5.721959007,7.008827253,3.07796644,14.70171822,0.274672188,2.462393038,3.71522191,0.643677729,15.20067686,1,55.76972886,2.6606,31.99400479,16.00751076,15.20067686,51.12792856,0.017777778
TOX-6129,1,10.97600104,6.037347953,1.068917484,13.65324531,5.71562605,7.008295712,4.118326342,14.69726394,0.210911273,2.460443568,3.735662321,0.993460665,19.92349451,0,93.08883735,0.838,6.606881965,8.040525787,0.0,48.42376684,0.07542517
TOX-18227,1,10.92388022,5.044860338,1.373056498,14.54854706,5.659395225,3.034124532,3.284813663,15.58912961,0.238397785,2.400303193,3.298489497,0.994941007,70.88036902,0,36.39820241,5.1976,24.3120423,7.04591665,4.983978521,52.52321527,0.018
TOX-46214,1,10.98070225,6.037648158,1.063751124,13.65237851,5.719851002,7.010666754,4.120661822,14.69729978,0.216638668,2.46158224,3.735252658,0.992405275,6.9237372,0,94.59758408,4.0529,0.0,8.039816838,0.0,50.63558469,0.028898635
TOX-15585,0,10.3375463,6.028270396,0.628366603,14.55742448,5.747991344,7.009663654,3.236203682,14.70069176,0.352214008,2.48123991,3.71448312,0.660652291,9.967957042,0,25.60935935,1.83062,12.34054944,16.00200442,14.86786677,48.48809879,0.052035887
TOX-2496,1,10.94718445,6.005854536,1.043848676,14.54453238,5.687773072,3.509645576,3.168080776,14.70681874,0.267533179,2.432550679,3.676088648,0.256011885,83.45613414,1,37.35498109,4.1167,27.24698234,35.00041797,4.899909731,56.79004231,0.0
TOX-3416,1,10.95285673,7.004058132,1.174373677,17.42477139,5.6923061,8.001918025,3.18155135,13.30412041,0.284374088,2.437732026,4.009945226,1.89299822,5.316788604,1,48.71240384,3.3265,26.48933708,9.004067344,5.316788604,50.21359969,0.022357143
TOX-30491,1,10.95354496,6.005847484,1.242292398,14.54021933,5.693240577,6.002602159,3.062578577,14.7063052,0.225507998,2.439210103,3.676841897,0.987938076,60.77146235,1,36.93412426,3.2175,19.69639478,8.01049907,5.316788604,52.26966052,0.036965812
TOX-60843,1,10.94717433,5.057447201,1.416475539,14.64244014,5.686036352,4.005310347,3.229868166,15.49345741,0.272445298,2.431021069,3.356778848,0.993804389,10.52719892,3,24.97437738,1.50664,19.52113536,7.128727046,4.899909731,48.57704546,0.084444444
TOX-85113,1,10.94609301,5.01287645,1.169433427,14.54326643,5.685744049,6.002558373,4.028961691,14.70816216,0.224199176,2.431434037,3.667789497,1.826462397,4.899909731,1,43.47888066,3.7985,19.63426922,8.006109913,4.899909731,53.57514543,0.01969697
TOX-13001,1,10.94616172,6.022018573,1.343255051,14.5432689,5.685795371,7.008269846,3.144555262,14.70249975,0.23384334,2.431709445,3.701528173,0.997569929,41.30776518,1,54.78842395,4.4474,26.74406676,8.022099246,4.899909731,53.02689053,0.0
TOX-45564,0,10.98238014,6.024522669,1.133243995,14.54451907,5.721691578,7.010443882,4.039394476,14.70178023,0.304647524,2.466269392,3.70700603,0.987190751,10.63357721,0,19.26246487,1.3511,0.0,8.024721461,10.63357721,47.82919844,0.06130031
TOX-10129,0,10.22941456,6.00810285,0.23215372,13.63212832,5.889514064,7.006596543,4.029432425,14.70569008,0.354659219,2.420121749,3.692995896,0.422591905,20.7712116,0,17.25856082,4.3538,17.25856082,16.03227832,0.0,64.76502502,0.0
TOX-23193,1,10.29030129,6.01144863,0.26829754,14.54452967,5.88765336,7.006600231,4.028488886,14.70510815,0.343031786,2.415314385,3.704114787,0.470520254,4.899909731,1,21.01908117,2.1406,39.66466155,16.01098229,4.899909731,52.63777394,0.0
TOX-78815,0,11.0658356,6.023518313,1.14820486,14.54029052,5.803607547,7.009381209,4.023987446,14.70037554,0.308081146,2.542208087,3.715985102,0.995954728,5.316788604,0,0.0,-3.8718,6.606881965,8.030709747,5.316788604,41.82524416,0.186904762
TOX-16388,1,10.8921795,6.011358373,1.233178882,14.54327779,5.631767409,3.517880316,3.337631544,14.70549059,0.242275326,2.377276394,3.685175713,0.996623291,23.09901094,1,71.29189811,4.5479,34.98394657,8.015192989,4.899909731,51.50290655,0.0
TOX-11692,1,10.17955685,6.022423484,0.239119399,14.54401384,5.882670924,7.009662489,4.029429149,14.70179303,0.439256021,2.400669259,3.704710718,0.369683837,0.0,0,11.80685609,0.8517,27.02012067,16.05252937,4.899909731,54.48200724,0.0
TOX-53251,0,10.93703266,6.023160972,1.253362835,14.54841774,5.676101367,7.009360483,3.240506782,14.70177639,0.27429363,2.421223864,3.70380385,1.984249846,10.30076712,1,23.61409167,1.2505,0.0,8.02330363,10.30076712,49.88619618,0.097596154
TOX-31091,0,10.31163944,5.044102422,0.604992136,14.55101138,5.766967151,4.005267507,3.184017655,15.58845455,0.314476617,2.504549074,3.307369433,0.653188087,16.46282394,1,6.420821623,1.3119,25.36793669,16.00450292,9.883888252,53.20861652,0.063095238
TOX-53592,0,11.08447498,6.021897349,1.334881053,14.54072588,5.823696525,7.008271135,3.037391272,14.70271026,0.299153258,2.568833492,3.702037897,0.987941257,12.2405258,1,12.96557803,0.2515,13.08951281,8.022033225,5.316788604,44.90294069,0.128461538
TOX-2670,0,10.95408959,7.014084244,1.218967604,17.43069606,5.692109317,8.007387228,4.022099679,13.30279002,0.366352713,2.435703038,4.030571501,2.752027664,5.316788604,0,30.33183534,4.1472,5.316788604,9.014089461,0.0,43.9416187,0.06034632
TOX-4114,0,11.01971744,7.014090784,1.193350434,17.43069771,5.751814643,8.007391042,4.022237299,13.30278449,0.416346486,2.481108684,4.03061072,1.979827547,0.0,0,0.0,-0.8039,6.606881965,9.014097526,9.551078169,38.92907172,0.104192547
TOX-73043,0,10.96082122,6.022246784,1.290765882,14.69417092,5.699555876,7.008277839,3.31847117,14.70269191,0.280058929,2.444084361,3.704402069,0.988573502,5.316788604,0,32.90394574,2.30472,5.316788604,8.022252683,9.36360587,50.19913011,0.026803119
TOX-39226,1,10.95146707,5.019657299,1.096712859,14.54600559,5.690606156,6.003660054,4.034909134,14.70720223,0.211265672,2.435853072,3.668987884,0.987159673,73.70781825,2,49.39678671,2.9451,38.12660734,8.007238914,9.799819462,50.73494185,0.028553922
TOX-22131,1,10.33722671,6.005015717,0.628226071,14.54581935,5.697868123,6.002697533,3.231862345,14.70630517,0.264957403,2.433975585,3.676704157,0.660641538,58.0216688,2,36.24974139,4.2053,70.53385047,17.00110465,9.799819462,53.65103636,0.016215438
TOX-6419,0,10.31912925,6.021052363,0.300336329,13.65064295,5.679216172,7.014212464,4.048403366,14.70106333,0.293539285,2.423588573,3.778569325,0.64534419,0.0,0,41.45873833,3.1086,0.0,16.01326131,0.0,49.1309304,0.041777778
TOX-47738,1,10.96082878,6.0233604,1.203149709,14.548,5.699631579,7.009359602,3.191913699,14.70178609,0.25780117,2.444459639,3.704891234,0.992759887,39.38207634,1,32.02204937,1.7751,44.16844817,8.023427708,15.11660807,49.4460378,0.020205128
TOX-1713,0,10.9596245,7.005213966,1.437071623,14.59649394,5.697545222,8.002982343,3.206030227,14.65045727,0.465806758,2.44061975,3.759802664,2.82898032,0.0,0,6.066367068,1.2086,0.0,8.056966205,0.0,31.88512976,0.054029304
TOX-38599,1,10.31294292,7.004058123,1.191770727,17.42477231,5.693061042,8.001919484,3.281495056,13.30412049,0.281764304,2.435760428,4.009946533,0.653442097,32.6500891,1,74.42329713,5.13799,19.63426922,16.00441458,14.4509879,52.67250796,0.017915787
TOX-11057,1,10.94220122,6.024259341,1.358288856,14.5445712,5.681741269,7.009363865,3.240333638,14.70177721,0.212833063,2.426640117,3.705536326,0.987144347,25.98020854,0,63.79622916,5.694,53.61238464,8.024813741,9.799819462,50.11577759,0.0
TOX-74248,0,11.05804972,6.013457091,1.145032937,14.54109066,5.795237534,6.007940495,3.196257867,14.70420495,0.275317272,2.535929241,3.695368647,1.978041447,0.0,4,6.420821623,-6.6523,13.15163837,8.022314065,0.0,42.54058461,0.21744325
TOX-53529,0,10.31208699,6.029652122,0.29426156,14.5459219,5.691979054,7.017747806,4.038970011,14.69977294,0.324534339,2.419702729,3.767836523,0.15144897,10.63357721,0,149.3926982,6.2284,45.0286167,53.00528646,0.0,68.70252537,0.042627941
TOX-26516,1,10.33722426,6.007550597,0.628234075,14.54453349,5.682077446,3.510557895,3.212744778,14.70681755,0.294817135,2.427097219,3.676528233,0.660643897,41.30776518,1,50.00028384,4.8809,27.24698234,17.00110375,4.899909731,55.90971069,0.0
TOX-2058,1,10.94717063,6.021927492,1.245403264,14.54430512,5.686008019,7.008268816,3.230406205,14.70271117,0.254448521,2.43094173,3.701904679,0.99503026,10.21669833,1,51.40844902,2.72624,18.90921699,8.022017744,4.899909731,51.13186801,0.025633528
TOX-6655,1,10.33721482,5.009698967,0.628228901,14.54389833,5.672895492,2.267394142,3.279286313,15.59209465,0.241716336,2.413960099,3.259202839,0.66065272,60.47851826,1,48.72205688,4.6787,20.13718479,16.00200387,4.899909731,56.72786237,0.0
TOX-47211,0,10.95235047,6.023485811,1.338677444,14.56113912,5.687431542,7.009377834,3.258361729,14.70177588,0.288730226,2.425753696,3.70907227,0.996961444,36.78340553,2,38.06389019,0.3396,39.77145401,8.023857755,29.73573355,47.74857864,0.039377289
TOX-42876,0,11.02898418,6.024523466,1.10423569,14.54452057,5.767347811,7.010444914,4.039340344,14.70178023,0.279952577,2.50836769,3.707016478,0.987171595,24.48105161,0,30.59536138,1.8211,0.0,8.0247255,10.63357721,48.43159732,0.053634085
TOX-3494,1,10.94371732,6.005854698,1.266710789,14.5445323,5.683391157,3.509645845,3.212121583,14.70681866,0.232413117,2.429210986,3.676086691,0.994027797,74.44992744,1,37.70943564,3.66262,27.24698234,8.010023568,4.899909731,53.27214444,0.0
TOX-48430,1,10.93694882,6.007558075,1.179319587,14.56340244,5.676020477,6.027325192,4.018033634,14.70630409,0.254582511,2.421150541,3.677254179,0.992916297,42.35019697,1,44.03084872,3.39018,13.15163837,8.010542414,10.30076712,51.28894779,0.050123457
TOX-79489,0,10.94729444,5.043374696,1.392488441,14.64219887,5.686463669,6.002805815,3.179201876,14.70815982,0.325053108,2.431272201,3.668028518,0.995949911,20.83639226,3,36.24974139,0.58332,13.08951281,8.006130458,10.74258,47.70855625,0.086513158
TOX-30531,0,10.31795157,6.024361252,0.300625491,14.55164341,5.678417405,7.020771945,4.048020075,14.69902446,0.275412203,2.422533456,3.792429536,0.643687974,9.967957042,0,119.3542912,8.3104,0.0,16.01701692,19.93591408,46.729704,0.050178571
TOX-73289,0,11.02782879,6.042731307,1.461003246,14.66037258,5.767000257,7.011003585,3.025868927,14.66260733,0.419828477,2.51223647,3.738208629,0.996971838,11.8648204,0,0.0,0.7856,13.59242839,8.042738038,5.008912524,43.63093229,0.0
TOX-64430,1,10.94898208,6.022425194,1.370793821,14.54327228,5.688636066,7.008271713,3.180093564,14.7022947,0.250382051,2.434281531,3.702441317,0.995950067,4.899909731,1,23.77220574,3.4065,39.45491511,8.022593251,4.899909731,51.13051375,0.0
TOX-27051,0,11.03600302,6.023842187,1.262164122,14.56549983,5.758101091,7.009372488,3.331221135,14.70177585,0.299124645,2.476209351,3.709292367,0.988405579,31.07197872,1,6.9237372,-0.1798,0.0,8.023857249,24.00206607,46.41860805,0.027460317
TOX-7264,1,10.99323298,6.030478083,1.145221841,14.54327736,5.732700923,7.009360503,4.027848842,14.69976942,0.262997533,2.47694941,3.717259905,0.993025556,4.899909731,1,38.18012822,1.1928,19.69639478,8.031390898,4.899909731,49.06322138,0.023055556
TOX-10435,0,10.31162076,5.034297287,0.615263558,14.54784589,5.686836969,6.002803513,3.26280052,14.70816291,0.418434991,2.428598784,3.668071442,0.647499933,4.983978521,0,6.9237372,2.31032,0.0,16.0045013,4.983978521,52.92781941,0.044191919
TOX-5234,0,11.01450345,6.02200822,1.231977301,13.64253728,5.754141806,7.008289928,3.122728361,14.70144444,0.296490553,2.499645223,3.713661598,1.946004698,13.15787137,0,12.84164325,1.8394,0.0,8.028630232,0.0,49.93005109,0.05030303
TOX-64291,1,10.95191548,6.028558418,1.350476159,14.54520784,5.691155463,7.009360106,3.239824509,14.70068345,0.251144988,2.435750439,3.714941639,0.987222972,30.1305398,1,62.18089745,4.3601,36.45784952,8.029270526,4.899909731,50.61128795,0.017356322
TOX-15058,1,10.94429366,5.033420563,1.252931821,14.54823946,5.683916559,3.039067519,3.273226234,15.58919528,0.218849754,2.429792013,3.288962683,0.993056397,67.30117183,1,55.76972886,4.1467,20.64010037,7.044763641,9.883888252,53.81659651,0.0
TOX-76498,0,10.4353455,6.025682488,1.003544478,14.54284127,5.687534997,7.011542336,3.320915315,14.70034562,0.380367109,2.416423696,3.71507333,0.151462965,15.95036581,0,67.77261188,2.0229,18.90921699,53.00226824,10.63357721,66.69721448,0.078922824
TOX-13061,1,10.95038671,5.014871151,1.095179191,14.54743897,5.689928609,6.002601514,4.040719729,14.70816117,0.245160445,2.435656677,3.667593293,1.983662262,70.46349015,2,11.12690298,1.8256,32.84771681,8.006090387,9.799819462,52.83721027,0.019504831
TOX-5796,0,11.14778078,6.006168554,1.393358201,13.62846311,5.886920196,6.00269187,2.189341952,14.70585962,0.292903977,2.627251824,3.679139238,0.988020279,0.0,0,6.9237372,0.0318,33.03440982,8.012014323,0.0,43.54548922,0.065555556
TOX-70546,1,10.44126134,6.009265153,0.282658055,13.64460507,5.797696856,7.007719791,4.043119191,14.70229246,0.312696151,2.398409578,3.717317091,0.534785052,0.0,0,12.33872767,2.0284,0.0,15.01309283,0.0,49.68267159,0.1232493
TOX-41173,0,10.93010895,6.040367233,1.243365167,14.54706634,5.669112714,7.010466815,3.282841218,14.69718478,0.242461604,2.411979679,3.73636739,0.995315507,10.21669833,1,48.39212856,3.49122,85.79749112,8.04072317,9.799819462,48.38134422,0.012263593
TOX-65085,1,10.94830214,7.004127059,1.172851829,14.5947925,5.686948615,8.001940483,4.019962722,14.65147962,0.260952268,2.431349242,3.757446506,0.995027451,5.316788604,0,32.25256914,3.6216,20.32356147,8.055168366,5.316788604,48.05768343,0.016613757
TOX-31312,1,10.94622092,6.028227203,1.252170505,14.54327147,5.685860274,7.008272085,3.194839013,14.70117303,0.239682419,2.431427078,3.714093964,0.9872569,18.74738413,1,36.34914993,3.7121,33.35094872,8.028937577,4.899909731,51.70587727,0.0
TOX-7441,0,10.93699471,6.028943912,1.174180758,14.53890943,5.676228412,7.008272741,4.035222782,14.70118885,0.289303205,2.420789811,3.714319807,2.752027627,0.0,0,30.33183534,3.419,11.46733495,8.028955742,0.0,47.6118107,0.072275862
TOX-31332,0,10.46461777,6.01146524,0.292961299,14.54326429,5.855707411,7.006600936,4.029433378,14.70510772,0.436484951,2.442327869,3.704758738,0.539866563,10.17459013,0,6.420821623,0.9328,25.57639822,17.00110154,10.17459013,50.76306859,0.100965701
TOX-10871,0,10.31795158,6.025437892,0.300625491,14.73721601,5.699401287,7.017553212,4.044536364,14.69902446,0.37620855,2.440299243,3.784142701,0.643687974,15.32718206,0,48.53093655,1.7726,0.0,16.01468291,9.780484743,40.543714,0.079016897
TOX-3448,0,11.0443262,6.022479982,1.163981469,14.55881816,5.774077043,7.008283376,3.221477838,14.70225155,0.36823828,2.502902801,3.705912138,1.986023157,4.983978521,0,6.066367068,-2.563,12.34054944,8.022919873,9.551078169,42.12671277,0.158199643
TOX-43614,0,10.98994174,6.024521853,1.128129237,14.54451906,5.729503716,7.010443878,4.034576067,14.70178023,0.304647524,2.474960095,3.70700227,0.988515804,10.63357721,0,26.18620207,1.3511,0.0,8.024721332,10.63357721,47.82919844,0.06130031
TOX-2975,0,10.25019857,5.036736995,0.537854843,14.54906428,5.709610535,6.005925096,3.262112376,14.70720045,0.323778416,2.448952686,3.672133833,0.559842856,9.967957042,0,24.97437738,2.57084,0.0,16.10101491,9.967957042,52.42790717,0.083333333
TOX-12187,1,10.94663807,6.021918976,1.299252964,14.54952717,5.68551623,7.008269475,3.234641769,14.70271098,0.349060686,2.427998546,3.701918504,0.773073587,10.30919334,0,24.26546827,3.7829,11.86154501,17.00212464,0.0,48.86951433,0.026043084
TOX-2384,0,10.31185887,6.026393123,0.302848194,14.5579669,5.790493107,7.015611202,4.042996282,14.69681785,0.37199006,2.510629821,3.781237428,0.645009451,15.45647985,0,20.7712116,-1.1725,5.733667477,16.01376688,14.60598312,44.26200563,0.107503608
TOX-3956,0,10.32586777,6.024359624,0.304861516,14.54785834,5.684438249,7.016399761,4.039536679,14.69784707,0.335337032,2.42959537,3.795248645,0.64479001,13.35014939,0,47.52510539,2.625,0.0,16.01493561,4.983978521,46.78883318,0.041527623
TOX-45514,0,10.3379783,6.024521178,0.622123603,14.54451959,5.778786757,7.010444231,4.034564846,14.70178023,0.316958436,2.514527594,3.70700888,0.654890603,17.55731441,0,18.59449685,1.6706,5.752853607,16.00200245,10.63357721,50.29279056,0.058703704
TOX-38738,1,10.94697348,7.004057199,1.18371228,17.42477173,5.686146897,8.001919118,3.215372706,13.30412094,0.252649104,2.43149609,4.009941371,0.995941333,35.33953674,1,62.20542369,4.38062,24.95105782,9.004066714,4.899909731,52.0765493,0.018633835
TOX-12537,0,11.03978259,7.004061792,1.166492093,17.4247707,5.76967852,8.001919357,3.227650812,13.30411983,0.404240893,2.494185071,4.009988859,0.993950325,0.0,0,6.9237372,-1.6852,0.0,9.004067686,9.551078169,41.13014273,0.110714286
TOX-7572,1,10.95370149,6.028130969,1.351973958,14.54366929,5.692465542,7.008272459,3.205525353,14.70123447,0.252824004,2.436229549,3.71410681,0.987162441,30.98790993,1,37.70943564,3.1028,38.10269619,8.028897092,4.899909731,48.9605832,0.045075758
TOX-43964,1,10.3381184,6.016474962,0.625045529,14.54326802,5.699556486,3.51602006,4.019011192,14.70612395,0.263165511,2.44421452,3.690344974,0.651771375,18.74738413,1,25.22224695,3.6391,31.13997643,16.00200229,4.899909731,53.14886243,0.0
TOX-2876,1,10.9297508,6.028266736,1.043841791,14.55220823,5.668835021,7.008273713,4.030008126,14.70117033,0.272846068,2.413870677,3.714175682,0.256008318,68.87222054,1,59.07889625,3.9109,27.30910789,35.00041837,14.4509879,52.97942492,0.0
TOX-17426,1,10.29110422,6.011419884,0.271834855,14.53715671,5.993790611,7.006601829,4.028476292,14.70503064,0.522211687,2.434180408,3.705133982,0.480077121,4.523747162,0,6.255769184,1.0626,13.36556672,16.0111908,0.0,54.2683632,0.152380952
TOX-1813,1,10.9518915,6.028237551,1.148776703,14.54327098,5.691572678,7.008271691,4.029863197,14.70118478,0.230210862,2.437432757,3.714142664,0.9872569,18.74738413,1,31.49460755,3.4,39.45491511,8.028947207,4.899909731,50.58496466,0.0
TOX-3449,0,11.09277761,5.005128302,1.244249057,14.54144432,5.830083497,6.003745118,3.031164716,14.70720281,0.26157125,2.571449911,3.668657837,0.987200373,10.63357721,2,12.84164325,-0.2926,26.30327674,8.007185187,10.63357721,44.35369186,0.125925926
TOX-20295,1,11.15550193,6.042731052,1.277099078,14.66037333,5.894376844,7.011003467,3.025865714,14.66260735,0.504598477,2.627899903,3.738215665,0.767901531,5.285884721,0,0.0,0.8384,19.47243183,17.00110068,5.008912524,46.57900608,0.0
TOX-4017,0,10.32651158,6.02666467,0.305638549,14.54030044,5.812962745,7.015086971,4.038026666,14.69874584,0.312298379,2.550889992,3.79127796,0.645551443,9.499874037,0,0.0,-5.3765,0.0,16.01377202,5.316788604,40.7764292,0.169590643
TOX-92220,1,10.95291045,6.028728904,1.133051708,14.54389978,5.692572408,7.008270691,4.029770229,14.70146635,0.249187883,2.438384782,3.714031627,0.987829335,31.00405305,1,12.61112347,2.8067,20.13718479,8.028783784,4.899909731,51.30219441,0.0
TOX-4815,0,10.33782615,6.0247584,0.617318743,14.54387177,5.700267451,7.010456562,4.023075676,14.70043658,0.325900348,2.445564996,3.714803163,0.659357423,5.316788604,0,25.98020854,0.6971,6.606881965,16.00200384,10.21669833,49.19790175,0.046474359
TOX-1890,1,10.94374926,6.007456461,1.106468752,14.54390392,5.683317791,3.51354644,4.02996245,14.7064607,0.226510609,2.428782978,3.678479296,0.99627457,30.14668292,1,68.45325805,3.3834,20.70222593,8.011081043,4.899909731,52.82597906,0.0
TOX-73210,0,10.98555068,6.028727041,1.164763974,14.64177586,5.72140642,7.009362141,3.188241551,14.70053722,0.356029817,2.461485154,3.715266036,2.820573928,20.2480404,0,12.13273414,-2.1947,0.0,8.02984135,10.40976992,42.33096823,0.108190476
TOX-32646,1,10.96020898,6.0220495,1.249179331,14.54500261,5.698962658,7.008271996,3.065062517,14.70240724,0.258228302,2.443234532,3.70259374,0.987151639,22.87410301,1,30.6862899,2.3459,25.01318338,8.022323923,10.63357721,48.08341012,0.081803543
TOX-56805,0,10.31145033,6.022049168,0.604914271,14.54803712,5.693817035,7.008269725,3.219806469,14.7024931,0.309692362,2.437233708,3.702046071,0.653189228,10.30076712,0,25.47729296,3.26692,13.65455395,16.00450349,10.30076712,52.73662093,0.025238095
TOX-13622,1,10.95401092,6.007452169,1.371439284,14.54084795,5.693611747,3.513541689,3.061041553,14.70646188,0.284769931,2.439006315,3.67845682,0.995528632,17.44952274,1,37.70943564,1.4571,20.70222593,8.011075151,5.316788604,50.92069053,0.038247863
TOX-4195,1,10.95210655,5.023815363,1.237612515,14.54527295,5.691806555,2.269167031,3.228872305,15.59112024,0.214221841,2.437587883,3.267333863,0.993049311,79.34983717,1,56.11453038,4.121,32.08476651,7.034256963,4.899909731,53.50819315,0.0
TOX-2307,1,10.95324004,5.015481716,1.372227678,14.53780242,5.692718142,6.003954886,3.177582489,14.70714934,0.347106483,2.437293677,3.67157902,1.892216049,0.0,1,30.66176366,0.599,6.544756406,8.007703155,0.0,48.56077028,0.153535354
TOX-40762,1,10.31746778,6.043081935,0.300672256,14.66026764,5.89244107,7.015299899,4.037987062,14.66255406,0.443606618,2.623636276,3.77878277,0.616896966,14.78575876,0,0.0,-0.1056,31.8321674,17.0011027,10.32570113,44.98378362,0.045535714
TOX-56845,0,10.9546382,6.029218453,1.352980085,14.78176989,5.693032368,7.009508323,3.144982869,14.70056476,0.338730987,2.437319086,3.717227286,0.987939454,25.94092241,0,23.76694086,1.1485,11.92367057,8.029821074,20.62413381,44.87491884,0.052587992
TOX-2659,0,10.31169661,6.022002489,0.610138719,14.5478534,5.694404074,7.008291298,3.144622781,14.70144168,0.417900112,2.437090641,3.713695094,0.650337488,4.983978521,0,12.13273414,3.0906,0.0,17.00110322,4.983978521,49.9010638,0.034138655
TOX-25373,0,10.31188815,6.010332152,0.610236817,14.55431303,5.692193498,3.516762061,3.233464514,14.70547596,0.303456096,2.435908709,3.684334788,0.650336837,9.976383254,0,12.13273414,4.5865,21.32939262,16.00450359,4.983978521,51.45852327,0.0
TOX-68495,0,10.31810426,6.018096209,0.299254887,14.55806756,5.69880022,7.014212952,4.03802446,14.70144153,0.296007434,2.442672795,3.768475596,0.615892603,15.02286199,1,48.53093655,1.6521,37.28114079,16.01333203,14.86786677,49.32918506,0.051518027
TOX-15025,0,10.2009163,6.011180912,0.259944404,14.54789594,5.733375053,3.519055311,4.02945407,14.7070504,0.530835825,2.409789348,3.696120258,0.39055904,4.983978521,0,6.066367068,3.9379,14.21959508,17.00316024,4.983978521,51.13260298,0.0
TOX-54890,1,10.95191548,6.0285381,1.321112872,14.54512911,5.691155414,7.009360454,3.239777753,14.70062412,0.249644548,2.435748904,3.715436479,0.997567659,16.2830654,1,68.09880349,4.5042,36.96076509,8.029541102,4.899909731,50.83678386,0.016666667
TOX-2952,0,10.96020828,6.022013914,1.249179482,14.54140572,5.698957687,7.008271381,3.064528864,14.70241472,0.279952577,2.443219538,3.702153868,0.988715456,10.63357721,1,24.26546827,1.3827,18.46842697,8.022265658,5.316788604,48.43159732,0.076794258
TOX-21891,1,10.94838117,6.021918116,1.313750653,14.54326722,5.688013201,7.008269331,3.136279885,14.70271672,0.200081685,2.433529861,3.701409901,0.987933929,23.95638107,1,44.3362508,5.6483,19.63426922,8.021957866,4.899909731,52.0222764,0.0
TOX-63828,0,10.44115609,6.009285434,0.280990388,14.54328915,5.692993816,7.007725807,4.157679698,14.70229246,0.342120298,2.396968852,3.718301725,0.537103156,0.0,0,30.53782887,2.2948,29.74942943,17.00212682,0.0,51.79249921,0.106315727
TOX-2509,1,10.95742696,5.012634176,1.098761123,13.62545635,5.697103489,6.004701782,4.029028172,14.7072015,0.187481594,2.442941886,3.670505608,0.991936099,32.5784503,0,93.10814343,5.7047,0.0,8.008390414,0.0,51.36171442,0.043333333
TOX-28672,1,10.98910152,6.029519194,1.060932079,13.64759205,5.728671691,7.008284208,4.120544613,14.70029384,0.197314945,2.47372839,3.71686282,0.993056761,6.9237372,0,106.7975038,2.8722,13.71667951,8.033127166,0.0,48.46911308,0.048497268
TOX-2414,0,10.45931109,6.019952827,0.294117711,14.56438321,5.761452777,7.008809333,4.037774232,14.70125913,0.38065575,2.440963554,3.739704038,0.539556228,28.09694546,0,0.0,-1.629,12.34054944,15.01519776,19.51903521,40.53645173,0.157264957
TOX-2930,0,10.95183282,6.02452429,1.157708673,14.5445192,5.69143812,7.010444045,4.03470805,14.70178023,0.341332814,2.437101115,3.707009431,0.988006675,10.63357721,0,11.98427311,0.7004,0.0,8.024722014,10.63357721,47.17474058,0.06130031
