TAID,Class,BCUTc-1l,BCUTd-1h,BCUTdv-1h,BCUTc-1h,BCUTi-1h,AMID_O,ATS0Z,SpAbs_A,BCUTs-1h,SIC0,BCUTd-1l,VR1_A,ETA_dEpsilon_B,BCUTpe-1l,SpMax_A,Xc-4d
TOX-26707,1,-0.487323755,4.118301576,6.028650461,0.45211472,13.64481903,0.439098909,1662,49.47602955,7.009677559,0.217232267,0.957464101,1391.623241,0.006737805,2.277918441,2.680297662,0.287457479
TOX-27187,0,-0.487334291,4.121885799,6.028903722,0.452623296,13.64584806,0.514801114,1968,55.49268485,7.008282233,0.215056475,0.977688879,1645.350885,0.006197965,2.277807493,2.723881551,0.63804971
TOX-27188,1,-0.487354287,4.120548877,6.029897616,0.453256695,13.64802208,0.479245213,2510,73.42908773,7.0082836,0.197167285,0.97770105,291747.0863,0.00436206,2.277696021,2.696385417,0.303246536
TOX-27189,0,-0.487353193,4.118342028,6.029890313,0.453039622,13.64745981,0.45593029,2446,72.39947249,7.008282455,0.195357875,0.977719893,194527.311,0.004279041,2.277903564,2.676104665,0.321975275
TOX-28062,1,-0.493852515,4.118402532,6.032395216,0.454834552,13.65051984,0.493916747,2574,73.52304243,7.00938429,0.198832822,0.972399085,34094.26732,0.004441884,2.277757383,2.696294197,0.321975275
TOX-28961,0,-0.487338326,4.118326053,6.028814926,0.453917846,13.6468879,0.533776251,2208,63.50937979,7.008285163,0.212985897,0.977689367,8361.986617,0.011441144,2.264709217,2.676202342,0.321975275
TOX-29326,1,-0.48731921,4.118358153,6.028420795,0.452612891,13.64462008,0.474071128,1728,50.13633307,7.008280908,0.216984345,0.977737674,2074.293513,0.006595795,2.27773525,2.69164614,0.321975275
TOX-29680,0,-0.487341074,4.11832478,6.028913991,0.453494653,13.64649432,0.500025454,2184,62.93137239,7.0082834,0.20647058,0.977696041,19626.80877,0.005263314,2.277904188,2.676179605,0.321975275
TOX-29681,1,-0.487359234,4.12077137,6.029950809,0.455598842,13.65170433,0.58572994,2792,78.52508534,7.009697555,0.206190802,0.957403546,281859.7767,0.004909186,2.277875044,2.698664171,0.401292929
TOX-30708,1,-0.487320974,4.118298711,6.028415344,0.451972631,13.644027,0.403280593,1598,47.99227393,7.008278692,0.21413691,0.977771515,1404.832081,0.012770068,2.264709325,2.676164326,0.321975275
TOX-31203,0,-0.37696876,4.029961383,5.011366865,0.319497514,14.54390245,0.0,722,25.57218775,2.214244827,0.20423345,0.992986745,116.2665146,0.021818182,2.229055345,2.607726109,0.083333333
TOX-31867,0,-0.490268859,4.120667129,6.030808117,0.457312532,13.64613131,0.349795179,1564,48.22616161,7.010662518,0.218833941,0.957479121,1647.763886,0.027284514,2.243884244,2.69860228,0.401292929
TOX-32473,1,-0.494297877,4.120649379,6.030771121,0.451933249,13.64611662,0.389703025,1420,42.26504102,7.010659534,0.221851936,0.957469712,577.9105261,0.007579778,2.277876675,2.698513754,0.401292929
TOX-33335,0,-0.433607508,3.130685168,6.021902579,0.383510413,14.54504781,0.106253851,660,20.47805855,7.008272494,0.295579842,0.972965302,85.37414429,0.039005439,2.248614794,2.314799013,0.0
TOX-35414,0,-0.489302895,4.019011192,6.01647581,0.418179578,14.54371916,0.205046091,828,25.44623997,3.516022071,0.251383224,0.9872569,901.2236382,0.025919732,2.248171235,2.449076624,0.176776695
TOX-35455,0,-0.493030451,4.120649379,6.030771067,0.45454809,13.64612613,0.389703025,1670,42.26504102,7.010659452,0.242441315,0.957469712,577.9105261,0.008579492,2.277876707,2.698513754,0.401292929
TOX-37343,0,-0.528079178,3.239750894,6.032121456,0.483898023,14.54523901,0.431302576,1938,55.38641287,7.009369103,0.228053291,0.977237019,542.9595022,0.032692308,2.240134615,2.395022847,0.0
TOX-37655,0,-0.48915269,4.019012914,6.016709322,0.425263246,14.54327019,0.290653287,1130,26.30381788,3.51649822,0.276528404,0.9872569,1005.289728,0.030812325,2.246024575,2.461737665,0.176776695
TOX-37928,1,-0.493846415,4.118387788,6.03193211,0.454895848,13.64958352,0.508659601,2322,66.33590796,7.009381504,0.205727656,0.972412995,23289.89116,0.005119048,2.277757841,2.696292396,0.321975275
TOX-41913,1,-0.501516335,4.118364282,6.037337693,0.492609928,13.65257536,0.454938225,1800,52.92256473,7.009684595,0.216197237,0.957451623,2004.417671,0.01272527,2.265332645,2.693552323,0.287457479
TOX-42720,1,-0.487339996,4.118321653,6.028980998,0.452879599,13.64601461,0.473718554,2120,62.20167562,7.008282256,0.204488596,0.977706929,16536.0505,0.005152395,2.277904198,2.676109816,0.321975275
TOX-42812,0,-0.48732123,4.118297514,6.02841438,0.451920973,13.64402676,0.403280593,1600,47.99227393,7.008278647,0.211150009,0.977771483,1404.832081,0.006227379,2.277905001,2.676164326,0.321975275
TOX-42813,1,-0.501542966,4.120674553,6.037074895,0.49243398,13.65233979,0.462376197,1764,51.66323204,7.008292586,0.216617308,0.977477504,1294.013103,0.012806638,2.265432026,2.697749946,0.401292929
TOX-43961,0,-0.490493732,4.020467426,6.018937642,0.42632323,14.54145239,0.29293918,1174,36.43511517,3.518541281,0.253675983,0.995005744,247.3839521,0.047478992,2.248171235,2.449792605,0.353553391
TOX-43962,0,-0.489303916,4.019013684,6.016480123,0.41832145,14.54464958,0.277423817,890,27.29323386,6.002695082,0.268435609,0.98784489,400.1361487,0.030065359,2.248171235,2.453324069,0.176776695
TOX-43963,0,-0.490493931,4.020475472,6.018946101,0.426592197,14.54465909,0.273733994,1248,39.74316312,3.518543306,0.245948965,0.995005745,234.4097992,0.044074074,2.248171235,2.457127982,0.353553391
TOX-43964,0,-0.489343654,4.019011192,6.016474962,0.418085552,14.54326802,0.205046091,1034,25.44623997,3.51602006,0.263165511,0.9872569,901.2236382,0.026666667,2.248171235,2.449076624,0.176776695
TOX-49679,1,-0.501544666,4.120685578,6.037227721,0.492575347,13.65273847,0.494561146,1826,53.18629526,7.00968797,0.221856365,0.957452842,1581.032743,0.013756174,2.265428451,2.697757816,0.401292929
TOX-49840,1,-0.501543198,4.118306365,6.037224671,0.49254488,13.65252424,0.462047954,1760,52.51721203,7.009685803,0.222343412,0.957462256,1757.6108,0.020639535,2.264495074,2.678923906,0.287457479
TOX-50317,0,-0.490284678,3.257521657,6.028140322,0.453369246,14.54840756,0.260238455,1188,35.72376256,7.008274803,0.260470107,0.9778263,991.5067657,0.040499258,2.241956469,2.370538874,0.0
TOX-60963,0,-0.501608632,4.118311196,6.037916259,0.492673976,13.65306843,0.436880446,1876,55.3424256,7.009380435,0.210139933,0.972490263,1840.20701,0.011505687,2.265435871,2.680235878,0.287457479
TOX-60964,1,-0.501589804,4.118371168,6.038174483,0.49297253,13.65355386,0.467677283,1938,56.24722744,7.010675735,0.21508013,0.95741829,2180.991722,0.012308905,2.265346537,2.698001185,0.287457479
TOX-60965,1,-0.501547155,4.120728266,6.037342287,0.49259304,13.65279402,0.48699749,1864,53.60915836,7.009686851,0.218597715,0.957442606,1706.704358,0.013040482,2.265411018,2.712560407,0.401292929
TOX-60966,1,-0.501589753,4.120642233,6.037460134,0.492191834,13.65220578,0.388316228,1420,42.0616954,7.009375493,0.221851936,0.972558303,507.4714018,0.014744226,2.265432439,2.697473673,0.401292929
TOX-61250,0,-0.487329913,4.157578253,6.028744962,0.452415197,13.64482885,0.473268043,1764,51.46487717,7.008279532,0.216617308,0.977736527,4047.808959,0.006552233,2.277786034,2.828549959,0.367227116
TOX-61251,1,-0.487327671,4.118317701,6.029099544,0.452184279,13.6449389,0.432795102,1700,49.91849487,7.009369145,0.213893765,0.977211353,1863.27673,0.006378455,2.277503977,2.691617277,0.321975275
TOX-62303,0,-0.487306399,4.031269016,6.0282978,0.451250936,13.64343955,0.323146193,1178,36.7395986,7.009669407,0.226347888,0.957499613,240.185327,0.016722284,2.268808952,2.635955542,0.201184464
TOX-62645,1,-0.487325422,4.122265157,6.028424481,0.452281033,13.64495765,0.506650176,1792,51.07940634,7.008282052,0.21939371,0.97771837,1430.546784,0.006764489,2.277707858,2.715513461,0.38256419
TOX-62648,0,-0.487306651,4.11827796,6.028111563,0.451078539,13.64309355,0.325622465,1182,36.0983684,7.0082756,0.218156983,0.977823207,258.6359165,0.007577285,2.277885041,2.683332378,0.321975275
TOX-62668,1,-0.493859089,4.11841747,6.032795724,0.458854551,13.654076,0.588686631,2932,81.6423118,7.009394568,0.203534933,0.972316888,168250.8826,0.004628373,2.277757142,2.696337744,0.321975275
TOX-72127,0,-0.495482421,4.121800156,6.028410517,0.428069862,13.64533804,0.538038596,1858,51.80996622,7.008282686,0.218632197,0.977700309,1297.620388,0.0,2.290861038,2.723811841,0.38804971
TOX-72158,0,-0.182217969,2.184326842,2.183921349,0.211212591,11.44476601,0.0,742,9.517540966,1.687124675,0.278212705,0.987143501,21.48298836,0.0,2.362508551,1.879385242,0.0
TOX-72381,0,-0.48730614,4.118275251,6.028518984,0.451133242,13.64325897,0.271421343,1114,35.13633026,7.009360184,0.220245574,0.977185241,249.2323273,0.015952449,2.26410531,2.675494033,0.321975275
TOX-72410,1,-0.488680133,4.118342609,6.032396063,0.454119979,13.64997816,0.471979466,2510,72.58637376,7.009382,0.197167285,0.9724203,371761.3414,0.00436206,2.277903544,2.676104663,0.321975275
TOX-72416,1,-0.491133614,4.118409441,6.033309316,0.454725251,13.65114709,0.477098628,2648,75.82807281,7.010480346,0.196781003,0.971497407,573367.6695,0.004266827,2.276792674,2.699429756,0.321975275
TOX-72505,0,-0.525318472,3.180899215,6.028868539,0.444533952,14.54333292,0.392486615,1044,29.66489906,7.009357523,0.25663691,0.977211223,256.0454126,0.028551772,2.241604055,2.331789088,0.0
TOX-73049,0,-0.520842005,3.242605348,6.028260121,0.468750593,14.54349954,0.263730141,930,27.46590327,7.008271777,0.252824004,0.977851914,328.1622566,0.0255,2.240158546,2.359937783,0.0
TOX-73240,1,-0.501527752,4.120480397,6.036839072,0.491936405,13.6514343,0.314737115,1218,37.6786449,7.008287261,0.217612808,0.977563237,330.8400802,0.014625286,2.265367513,2.69452672,0.303246536
TOX-74065,0,-0.48868015,4.118342604,6.032396069,0.454117222,13.64997624,0.471795077,2510,72.65918668,7.009382,0.197167285,0.972421845,44886.50708,0.00436206,2.277903546,2.676112997,0.321975275
TOX-74401,1,-0.487323677,4.120504478,6.028420807,0.452266476,13.64462008,0.474052498,1728,50.48405904,7.008280908,0.216984345,0.977738318,2100.811368,0.006595795,2.277697323,2.696431292,0.303246536
TOX-76094,1,-0.493017281,4.120663307,6.030781324,0.453342563,14.54328106,0.349069991,1584,47.22058325,7.010662132,0.221237746,0.957456329,2202.362218,0.006270325,2.277876302,2.698535486,0.401292929
TOX-76095,1,-0.494084615,4.120654689,6.030781364,0.452082307,13.64612039,0.378555919,1458,43.0342419,7.01066016,0.217857653,0.957456205,655.1202667,0.00711962,2.277876603,2.698566749,0.401292929
TOX-76123,0,-0.492927373,4.121042941,6.031645593,0.453398733,13.64847571,0.516112712,1928,54.30307317,7.01067529,0.22071988,0.957411968,1546.3828,0.006819062,2.277824777,2.724376883,0.37139964
TOX-77264,1,-0.487322795,4.120493405,6.028418086,0.452019608,13.64430545,0.439830408,1664,48.80295441,7.008279787,0.214251625,0.977750224,1225.191564,0.006416957,2.277860942,2.693221629,0.431186218
