TAID,Class,BCUTi-1l,BCUTv-1l,BCUTi-1h,SIC0,fragCpx,BCUTdv-1h,SlogP_VSA2,BCUTd-1h,BCUTZ-1h,ATSC0i,BCUTZ-1l,EState_VSA8,ETA_psi_1,BCUTdv-1l,PEOE_VSA7,IC0,AATSC0v,Xch-6dv,BCUTd-1l
TOX-7059,1,10.9544903,14.65155388,14.59482851,0.2797996,139.07,7.004121078,60.02309979,3.168944247,8.05461277,73.4615219,5.693265207,4.899909731,0.541007194,1.893071969,17.69618563,1.579148702,48.96874561,0.105496339,0.972782766
TOX-6644,1,10.46319143,14.65151647,14.5947426,0.362299845,18.08,7.004119237,18.13707498,4.029461082,15.01057703,45.00527869,5.698986313,0.0,0.482758621,0.541977886,25.98020854,1.811499223,46.89752888,0.027777778,0.972778881
TOX-45370,0,10.43534737,14.70047064,14.54144767,0.472387184,18.09,6.022471151,23.8960233,3.315646615,53.00226778,45.26669946,5.692042068,10.63357721,0.734644478,0.151462965,67.77261188,2.136872696,65.69205854,0.015625,0.956708072
TOX-27020,1,10.96004537,14.70227111,14.54461621,0.253675983,144.06,6.022386771,57.81259213,3.212378356,8.022669884,78.28879085,5.698891397,4.899909731,0.559659091,0.996623367,62.32935847,1.473186468,50.31253234,0.134612497,0.97792595
TOX-1288,0,10.24357838,14.70569031,13.63157317,0.371469898,8.03,6.008268362,15.71460571,3.041114705,16.10379552,31.68828401,5.767649204,13.15787137,0.657894737,0.555762831,0.0,1.5779772,61.01057323,0.0,0.956706003
TOX-4304,1,10.20091767,14.65153894,14.59474099,0.386675685,18.08,7.004118219,18.13707498,4.029461082,16.04247292,49.9803693,5.698986313,0.0,0.526627219,0.390563388,25.98020854,1.933378427,50.86914828,0.027777778,0.972778881
TOX-15728,1,11.23926463,15.39653319,14.73754105,0.380530753,7.06,5.208836888,11.91910914,3.041089422,7.211582316,16.12374959,5.93542312,10.22850025,0.425,2.986672415,0.0,1.448815636,33.75516917,0.0,0.971435864
TOX-50750,0,11.06080259,14.65159569,14.59477198,0.285106252,14.04,7.004114208,23.04883354,4.022989072,8.054428013,42.86199107,5.799366854,5.316788604,0.532967033,0.992923036,12.84164325,1.450467463,46.34111755,0.102062073,0.972788112
TOX-31345,1,10.95513919,14.70588862,14.54331487,0.269214108,163.04,6.00702579,35.36600827,4.024942912,8.011821122,58.09663685,5.694588807,29.165378,0.574585635,1.983933914,11.12690298,1.442328583,51.14104481,0.249860233,0.987998893
TOX-17271,1,10.95090615,14.70117306,14.54453634,0.239682419,76.04,6.028226688,45.2259949,3.165679327,8.028937234,71.17720171,5.69055827,4.899909731,0.589108911,0.994376219,50.19662433,1.366295181,51.70587727,0.059852793,0.977870281
TOX-2710,0,10.31976387,14.70073187,14.54554162,0.26555933,268.1,6.025955736,50.85957546,4.044015573,16.01312433,103.2213216,5.68438542,10.03888347,0.548488008,0.64422679,68.50231053,1.627688288,50.52913595,0.167871536,0.971166414
TOX-34900,0,10.43369876,14.69977294,14.54147273,0.331586448,118.16,6.026296557,60.39355268,3.291497545,53.00528511,102.3637424,5.693164299,55.81531846,0.757373238,0.151446622,154.0987795,1.950604712,72.91605641,0.036084392,0.971528995
TOX-52195,1,10.94717076,14.70271149,14.54429949,0.266353648,16.03,6.021915596,30.94427425,3.23004195,8.022015532,50.25083825,5.68600848,5.316788604,0.597911227,0.987748925,38.56680577,1.377028384,50.39751117,0.024056261,0.977844111
TOX-62347,1,10.96026639,14.70270982,14.54501679,0.237672976,21.04,6.022014291,36.98611508,4.022123998,8.022022483,68.29979762,5.698047974,18.74738413,0.602,0.987183087,25.22224695,1.341392097,49.60064418,0.027777778,0.977668285
TOX-39150,1,10.94639483,14.70251622,14.54326874,0.24172254,73.04,6.022018762,36.92430586,3.232720161,17.00110299,70.71045394,5.686581593,11.82364693,0.606669936,0.773997284,56.97190051,1.391086025,52.726885,0.099890275,0.977904246
TOX-41526,0,10.93797113,15.48756266,14.64563553,0.279616497,43.02,4.143110937,0.0,3.14140734,7.114940374,40.97971993,5.677418351,17.55852553,0.641509434,2.734386489,23.25963712,1.314320487,52.40379981,0.059852793,0.987985166
TOX-31233,0,10.45387834,14.70467952,13.64187995,0.209607514,21.04,6.014572992,19.37567396,4.029441725,15.01026073,74.68571954,5.80834141,20.7712116,0.628571429,0.536965662,19.26246487,1.243127107,49.46954757,0.0,0.984806825
TOX-24636,0,10.43534749,14.7006099,14.54418867,0.336842363,82.09,6.023528735,30.13465078,3.286997417,53.00226836,74.0071598,5.69285805,67.77261188,0.728824546,0.151461879,92.39253471,1.83896785,67.96800715,0.045819974,0.972573025
TOX-22254,0,10.94649207,20.26576453,12.97483036,0.273521067,11.01,4.071343828,0.0,3.072933649,17.0011017,28.85851493,5.686692303,19.92349451,0.681431005,0.774001445,31.54366003,1.219748493,57.70874617,0.027777778,0.988453879
TOX-37118,1,10.94650526,14.70588815,14.54447497,0.323778416,124.08,6.006123864,62.40637294,3.309981418,17.00418452,57.95603824,5.688984575,9.799819462,0.563343492,0.772899285,0.0,1.767646121,54.31491936,0.106912093,0.992526173
TOX-50357,1,10.9360223,14.65157415,14.59477694,0.389146995,109.07,7.004118448,11.33340635,3.285612116,35.00142626,43.91689036,5.676981005,37.1766764,0.639405204,0.25507989,66.2464279,1.890468705,47.91193428,0.140742099,0.957253852
TOX-39812,1,10.94717054,14.70271119,14.54430001,0.246536253,18.03,6.021916245,30.94427425,3.230050096,8.02201692,57.54084885,5.686008283,17.14043553,0.609411765,0.9877249,44.98762739,1.329401733,50.52923356,0.024056261,0.977840268
TOX-64961,1,10.3360093,14.70146545,14.54326702,0.261726894,64.04,6.028126489,49.11898899,4.029860097,16.00221203,65.93145742,5.691451645,23.28841305,0.615384615,0.626955422,44.67411393,1.445664716,53.57427129,0.087976714,0.977955874
TOX-75703,1,10.94904757,14.70681324,14.69233815,0.243126298,191.04,6.007608572,40.92154566,3.21279563,8.010106519,76.56192824,5.688319381,35.36222158,0.621487603,1.826462529,43.62734169,1.379115776,52.22564214,0.183859598,1.734377745
TOX-9108,0,11.09645234,14.70271363,14.54395349,0.372828664,7.02,6.021973362,24.39951785,3.12297884,8.022009322,21.00728264,5.835622189,0.0,0.532967033,0.996970794,6.420821623,1.491314657,47.19934796,0.111331803,0.977929346
TOX-78204,1,10.96003475,14.68171006,14.56499064,0.297001444,73.07,6.033415549,35.56063624,3.230465912,17.00110305,63.66604346,5.699531439,10.47345186,0.531445138,0.773996817,19.05647134,1.649720909,50.00338362,0.09261444,0.988283519
TOX-63688,1,10.95239987,14.70681117,14.56494975,0.277212896,139.09,6.007547284,51.076975,3.247694593,8.010070537,81.95952861,5.691201478,38.68329821,0.548104956,0.9872569,37.35498109,1.572469459,47.19194145,0.052777778,0.9872569
TOX-23183,1,10.95111456,14.70146427,14.54391245,0.227801389,191.03,6.028308712,36.10453505,3.167618252,8.028786563,74.00964215,5.690801616,24.08031585,0.624172185,0.996963138,50.27868308,1.304828237,53.10776095,0.287128033,0.977999553
TOX-19135,1,10.95725039,14.65155364,14.59478013,0.408371321,20.09,7.004118659,17.56130753,3.286690165,17.00315655,41.8386443,5.698433974,5.316788604,0.490678776,0.772905848,12.48718869,2.023151694,47.55679281,0.018042196,0.972623999
TOX-74627,0,10.31283059,14.70588731,14.5436689,0.253718589,73.05,6.007978166,55.88808335,3.136295916,16.00441231,77.34560666,5.694135349,24.06417273,0.608247423,0.653459141,49.56977397,1.460121935,52.43577615,0.073421324,0.977912373
TOX-29832,1,10.95352643,14.70145945,14.54367975,0.268364183,58.04,6.028329221,36.73138541,3.076347264,8.028855925,56.9335906,5.692485177,17.14043553,0.573560768,0.98792155,50.55107889,1.437775065,50.06849305,0.0923275,0.977902578
TOX-8763,0,10.97472126,14.70178128,14.54033931,0.267148465,21.05,6.024403457,28.80809819,3.126460476,8.024791961,58.24114948,5.714391618,11.89572429,0.535779817,0.993604744,19.26246487,1.458478778,49.29730406,0.036084392,0.957334439
TOX-18733,1,10.95398153,14.70645838,14.5579727,0.239682419,129.04,6.007461053,41.19505466,3.268925717,8.011086698,76.25263586,5.693517764,59.71268619,0.618150685,0.9872569,42.91843258,1.366295181,51.89603164,0.119778408,0.987180507
TOX-22160,1,10.31316283,14.7038067,13.63890281,0.272707243,198.08,6.02078481,54.12368455,4.019452305,16.00441307,70.07302422,5.700268587,0.0,0.516304348,0.653463287,39.82768294,1.546911475,50.26250741,0.284436241,0.977825024
TOX-63100,1,10.96002431,14.70238987,14.54848359,0.249644548,286.06,6.022266488,66.80448961,4.02987706,8.022333435,85.77368836,5.69951732,28.8562908,0.579591837,0.993688548,44.03084872,1.468569763,50.83678386,0.247110146,0.977941855
TOX-13429,0,11.03581574,14.70029021,14.54456049,0.207951721,345.13,6.030158208,138.9427082,4.025492344,8.032512992,132.5275965,5.775020641,0.0,0.506944444,0.99275899,60.54984206,1.40745558,47.40384606,0.319588458,0.977251955
TOX-21110,1,10.94431199,14.70179194,14.54531489,0.249622672,129.05,6.023535027,55.90883324,4.030091601,8.023637038,73.16629189,5.683917268,4.899909731,0.572815534,0.994375296,76.00384561,1.429818809,50.47029572,0.176191231,0.977320415
TOX-39920,1,10.95526974,14.70267561,14.55818713,0.266257105,170.04,6.02224202,27.54050071,3.282795198,8.022388129,65.29796453,5.694740581,40.22537663,0.610701107,1.895900731,17.69618563,1.435742827,51.39121965,0.163157512,0.977856537
TOX-51309,0,11.07421497,14.70681902,14.54071307,0.268950707,12.03,6.005840179,31.33928642,4.017032443,8.010017731,39.49059657,5.809698311,5.316788604,0.565217391,0.992920534,26.68911765,1.344753534,45.8678752,0.058925565,0.989902569
TOX-36523,0,11.05801865,14.70212177,14.54295698,0.276549936,85.12,6.022189907,100.4621497,3.187692895,8.023456323,74.43387583,5.795292791,5.316788604,0.457354759,1.890184642,19.38639965,1.640145028,43.15805015,0.077435936,0.977712722
TOX-3320,0,10.93544356,13.30412196,17.42477003,0.292166853,55.03,7.004058686,11.07583268,3.208470375,9.00406405,65.21161433,5.674970156,0.0,0.554341037,0.993949643,24.11700725,1.447451947,50.65283911,0.056131276,0.972815103
TOX-37596,1,10.95147331,14.70612024,14.54367012,0.233379122,134.04,6.011524513,37.87187766,3.182701972,8.016479156,78.21868461,5.690936698,66.52874221,0.607142857,0.9872569,62.28030599,1.355315396,51.73131834,0.090151967,0.9872569
TOX-17406,0,10.95312212,14.70714934,14.54021717,0.284305095,16.04,5.015790538,28.409095,3.179492079,8.008694022,45.5533067,5.692583886,12.2405258,0.532374101,0.987939922,30.66176366,1.458281295,48.59970055,0.024056261,0.987680418
TOX-14597,1,11.06834611,14.7025103,14.54332543,0.235331107,17.03,6.022057142,37.1103662,3.124511943,8.02214237,54.48930958,5.807859099,6.9237372,0.58313253,0.987936885,6.420821623,1.284774085,48.36279447,0.045643546,0.97798166
TOX-17440,0,11.05742523,14.70816463,13.62321964,0.211084781,10.01,5.01209008,10.70757821,4.017030465,8.00610664,38.13088181,5.796889975,6.9237372,0.62992126,0.987659741,20.26829602,1.06479483,47.48242188,0.0,0.987139959
TOX-58492,0,11.03599853,14.70177582,14.56503756,0.292735599,70.08,6.023848163,41.60918061,3.331698197,8.024206546,64.72767046,5.758086013,4.983978521,0.502407705,0.98785754,25.68328649,1.626025895,46.29681526,0.068711215,0.977275452
TOX-26746,1,10.94671444,14.70549059,14.54571921,0.21331526,520.09,6.012124272,113.3764719,3.228505423,8.016904503,132.077072,5.686021645,45.88893467,0.568364611,0.987747177,84.03837282,1.411018552,50.20699603,0.194893084,0.987195489
TOX-58503,0,11.03599949,14.70177582,14.56505286,0.292735599,70.08,6.023847882,41.60918061,3.331530968,8.024207287,64.72767046,5.758090687,4.983978521,0.502407705,0.987857674,25.68328649,1.626025895,46.29681526,0.060256116,0.977275574
TOX-75615,1,10.33722405,15.59167429,14.54453224,0.261960641,114.03,5.009387241,25.5400101,3.21176967,17.00110373,62.23195065,5.678996639,61.46947621,0.683342808,0.660643503,80.52323951,1.412574931,57.43189147,0.051834039,0.988598626
TOX-21180,1,10.98910107,14.70019391,13.65146253,0.197198526,1186.19,6.029937851,187.4624693,4.120570136,8.036692229,171.275975,5.728671235,6.9237372,0.490948985,0.993056768,106.7975038,1.405884104,47.50421725,0.52840094,0.977630388
TOX-63120,1,10.94618422,14.70252856,14.54814722,0.250694845,139.04,6.022020722,27.44235178,4.033892815,8.022216604,72.58942596,5.685782672,11.5629142,0.610675039,1.948664129,28.82308861,1.407578811,51.95156409,0.08899523,0.957299177
TOX-25740,0,10.43535122,14.70061019,14.54334573,0.320635866,24.08,6.023502519,29.63173521,3.28637807,53.00226817,70.30961573,5.698783882,67.77261188,0.750426517,0.151461879,93.6043594,1.750489587,71.47533739,0.018042196,0.971529251
TOX-4081,0,10.98816426,14.64234985,14.60165123,0.406718044,15.07,7.004131496,29.12941566,3.13581036,8.064861647,35.93552082,5.723637485,15.13835571,0.442437923,1.896461651,12.13273414,1.864786979,41.02972147,0.0248452,0.972737764
TOX-36150,0,10.94862803,14.70681368,14.54939868,0.311113741,49.03,6.007629357,18.04355256,4.018110002,17.00110221,42.20064248,5.688834273,4.992404733,0.608901861,0.773999871,37.61968013,1.526601087,53.84183799,0.1109614,0.991996412
TOX-19145,1,10.94587991,14.70255107,14.54028527,0.23639411,134.03,6.021918743,11.01370712,4.028987061,8.022122252,69.71530969,5.68551947,5.316788604,0.624172185,0.995952087,16.69035448,1.327284334,53.06061563,0.096225045,0.972897267
TOX-22772,0,10.95320111,14.70549059,13.62988891,0.28341134,15.04,6.008997955,30.53661626,3.184553708,8.013591594,38.92892193,5.692706076,0.0,0.503685504,0.993602509,24.61992283,1.404075413,48.36502715,0.024056261,0.987167562
TOX-53951,1,10.93555833,14.70681283,14.55329452,0.262656692,94.03,6.007631416,19.1733185,3.27637531,8.010149774,54.78146633,5.674682719,30.2230348,0.609411765,0.994825217,67.85093393,1.378403281,51.5847712,0.103363969,0.992545292
TOX-42221,1,10.33721457,14.70646047,14.5445329,0.258776219,114.03,6.0074581,32.64980764,3.236997105,16.002004,64.49912517,5.675382551,61.46947621,0.657425743,0.660648721,61.48164138,1.404188275,55.56162326,0.090107316,0.987178221
TOX-39905,0,10.45260275,14.6997729,14.54028713,0.404891553,15.1,6.02471035,50.04941916,4.027566414,15.0108576,33.457572,5.82792743,0.0,0.403041825,0.535243038,0.0,1.903168335,40.64195082,0.0,0.971491016
TOX-31460,0,10.31169935,14.70681874,14.54813817,0.325986732,43.04,6.005006908,42.7319214,3.177431122,16.00450226,46.52384858,5.78255915,16.80762545,0.598853868,0.650337247,13.34455882,1.599581231,52.77636367,0.180602187,0.993877049
TOX-5272,0,11.14689937,14.70816428,14.54326235,0.287660874,7.02,5.010246637,36.24758831,3.029459178,8.006057349,26.2460598,5.877877843,18.74738413,0.551724138,0.9872569,13.08951281,1.301251785,44.18998608,0.0,0.987136452
TOX-41314,0,10.96586479,15.57843527,14.56462345,0.353923208,12.03,5.091448463,4.983978521,3.074999788,7.0915538,32.26603383,5.701332078,4.983978521,0.59375,2.81953448,23.77220574,1.44664796,42.58683587,0.0248452,0.911223682
TOX-22470,0,10.94949979,14.70588731,14.5432679,0.244324904,114.03,6.007980992,37.74794288,3.062781048,8.011267442,62.79447247,5.689175509,29.165378,0.609615385,1.892857361,29.68045874,1.34179648,52.4997459,0.105496339,1.734192666
TOX-56916,1,10.33811486,15.58348688,14.56212974,0.283802246,67.08,5.038018257,44.3209562,3.17748611,16.00200253,73.91455346,5.78169831,25.58551277,0.575812274,0.651792344,13.34455882,1.558600244,49.39573494,0.082313187,0.977954994
TOX-17098,0,10.96732371,14.69971678,13.65256443,0.195960086,1024.18,6.030391887,168.3353253,4.119288981,8.038254039,170.6283148,5.707009015,54.5421805,0.497470489,0.991061338,109.0368867,1.395028302,47.78678501,0.343455399,0.9723124
TOX-10972,0,11.11086298,15.58156211,14.56957544,0.284547828,15.06,5.0901796,28.04144837,3.137884871,7.098553212,47.2408569,5.847389634,33.69931969,0.534883721,0.987144715,12.84164325,1.435371391,44.68381928,0.01118034,0.987144715
TOX-37381,1,10.93833027,14.70120785,14.54327077,0.232259705,139.04,6.028137399,42.2168936,4.033962677,8.028996042,76.86515028,5.677980653,4.899909731,0.597222222,0.995016014,57.32635506,1.348814541,52.06739823,0.135188218,0.977900566
TOX-21822,1,10.93254432,14.70069601,14.55172381,0.255411066,129.05,6.028547753,47.4607108,3.320609822,8.029179788,71.67907529,5.671724852,18.74738413,0.572815534,0.9872569,49.69370875,1.448800203,50.69720042,0.162215806,0.977237245
TOX-13561,1,10.9659995,14.70039688,14.54421406,0.313218195,184.09,6.029528023,67.7395404,4.034658355,8.03035647,63.07059486,5.704505637,5.316788604,0.480686695,0.995390712,6.9237372,1.709993317,45.55290806,0.639651334,0.972481416
TOX-60933,1,10.94744855,13.30412247,17.42476961,0.405121866,14.04,7.004053989,5.907179729,3.138914309,9.00406193,56.1845579,5.686473655,0.0,0.514307516,2.811503813,23.77220574,1.779423832,44.33497197,0.027777778,0.911334072
TOX-2876,1,10.9297508,14.70117033,14.55220823,0.272846068,295.07,6.028266736,53.77124191,4.030008126,35.00041837,83.88201429,5.668835021,68.87222054,0.614775726,0.256008318,59.07889625,1.591481107,52.97942492,0.198224118,0.977873665
TOX-22650,0,10.95454071,14.70177583,14.56585474,0.265900373,226.09,6.02385794,78.96412914,3.331389181,8.024040396,91.18887768,5.694225524,39.04926626,0.545454545,0.996026452,11.98427311,1.576985272,48.3044681,0.142331131,0.9772512
TOX-62011,1,11.04464965,13.29988968,17.44003737,0.365058607,26.15,7.023796036,51.90359543,4.158164427,9.023818119,223.6069973,5.782937039,0.0,0.293125264,1.891115887,12.84164325,1.857222097,30.91916348,0.117354024,0.977647464
TOX-14483,1,10.33721496,15.5916745,14.5445315,0.271737253,109.03,5.009386997,25.5400101,3.236965769,35.00041802,58.28464982,5.67555755,83.46578718,0.749460043,0.256009944,61.48164138,1.436240679,59.56361944,0.090107316,0.988599626
TOX-35501,0,10.94693864,14.70061508,13.64326365,0.325874898,61.06,6.023430594,23.46595959,3.287906918,17.00213935,43.49956382,5.687886605,0.0,0.529442149,0.77290798,23.96854623,1.657876435,51.27741316,0.123316612,0.972556108
TOX-21788,0,10.94599257,14.70547581,14.54022748,0.267518999,129.06,6.010331991,38.08720382,3.234660441,8.015211876,65.52411205,5.685285533,5.316788604,0.532208589,0.996623265,60.3422224,1.494083579,49.49469969,0.077751058,0.987194186
TOX-26290,0,10.43368696,14.69977294,14.54589232,0.289739767,366.18,6.028289375,68.66971656,3.324168957,53.00528667,143.4567573,5.687921888,55.81531846,0.7295519,0.151448965,161.2285103,1.857055436,69.16159808,0.207603121,0.971528998
TOX-79448,1,10.33766007,15.59167433,14.54453189,0.261960641,114.03,5.009387451,25.5400101,3.235062805,35.00041806,62.38520977,5.673294962,83.46578718,0.747933884,0.256009557,60.9787258,1.412574931,59.56219756,0.051834039,0.988598693
TOX-51002,0,11.03606402,14.70177585,14.76018489,0.314995559,114.09,6.023848074,37.20058167,3.318988224,8.02386447,63.37502077,5.758495656,27.22919729,0.505067568,0.993531455,18.75954929,1.687605089,44.7970486,0.116025147,0.977250966
TOX-63382,1,10.95355221,14.70681239,14.55329361,0.255679297,109.03,6.007632368,25.21515933,3.067638608,8.010152046,60.74863501,5.69321484,58.84012988,0.62295082,1.897220825,23.96854623,1.369815128,52.49747907,0.086971803,1.73420805
TOX-14041,0,10.21424486,14.70720281,13.62428597,0.405602797,8.05,5.00511406,34.93252593,2.189341952,16.14244375,34.27340729,5.896661587,0.0,0.598455598,0.52234766,9.825911003,1.722971279,61.93378287,0.0,0.987143621
TOX-29098,1,10.95258947,14.70145898,14.54369335,0.283800215,64.05,6.028331391,35.72555425,4.021964721,17.00110272,59.95160712,5.692151128,30.98790993,0.574576727,0.773993019,45.74558898,1.549387869,51.6656809,0.106967607,0.977767136
TOX-18979,0,11.10651753,14.69649298,14.56623511,0.373699527,49.07,7.004065427,58.28537192,3.279906981,8.0237237,42.08800581,5.829016166,4.992404733,0.470198675,0.987859734,0.0,1.79650626,43.33286193,0.080025468,0.977330984
TOX-60869,1,10.95375956,14.70119018,14.54472397,0.269831805,20.05,6.028258308,44.72307932,3.206237236,8.028930646,58.79227834,5.692436521,6.9237372,0.543859649,0.987731196,32.64889973,1.47312829,48.6444489,0.024056261,0.977842958
TOX-22317,0,10.34044991,14.70469206,13.6411474,0.381249037,31.04,6.015269201,16.41683127,3.120935998,16.00800763,28.48350574,5.799477137,0.0,0.505226481,0.654675425,12.84164325,1.647730922,51.39513136,0.207336156,0.978010137
TOX-54885,0,10.93020777,15.58738107,14.55268343,0.260018468,104.03,5.033777458,10.81959831,3.250859497,7.055620021,56.57326443,5.667116831,16.36713419,0.638157895,0.995945762,37.25557254,1.33370831,51.58674851,0.074765176,0.978000648
TOX-44588,1,10.93887294,14.70171038,14.54586845,0.267058467,144.08,6.023038698,58.43944249,3.315374208,8.024685415,78.22072472,5.677720173,15.53348694,0.52232747,0.995401061,31.99752313,1.557722668,48.12544765,0.049645691,0.977581771
TOX-51570,1,10.45372388,14.70153349,13.64869652,0.214179807,32.09,6.020241675,32.27258265,4.034999394,15.01159668,105.0563724,5.811665746,6.9237372,0.581947743,0.539441249,32.10410811,1.372762115,49.29039178,0.0,0.984377743
TOX-25715,1,10.31300281,15.58850805,14.54935705,0.55292011,5.02,5.042101159,11.70601826,2.246352532,16.00441139,18.13642674,5.674171155,28.29197435,0.664383562,0.6534565,12.21787344,1.752715279,53.15814991,0.0,0.911032094
TOX-51271,0,10.96020782,14.70067847,14.54669416,0.273722296,22.06,6.029176406,35.65270238,4.017062501,8.0292844,64.70828426,5.69895747,10.63357721,0.53968254,0.987183155,46.75142014,1.520414814,48.30057068,0.027777778,0.97721188
TOX-42427,1,10.95432703,14.70118977,14.54327456,0.236405198,70.04,6.028259852,42.71141701,3.136746001,8.028927107,68.47514726,5.693863417,11.82364693,0.579787234,0.988643495,70.84390115,1.347613581,50.5384451,0.0923275,0.977881911
TOX-43523,1,10.95432886,14.70118996,14.54327455,0.236405198,70.04,6.028252462,43.21433259,3.136671822,8.028926118,68.47514726,5.693865768,18.74738413,0.579787234,0.987822658,63.41724837,1.347613581,50.5384451,0.0923275,0.977940504
TOX-5115,0,11.09261356,14.70816452,14.53780539,0.33723092,5.02,5.004040443,17.75525019,3.025653949,8.006056341,18.59556088,5.829856181,0.0,0.50931677,0.987991851,6.420821623,1.378418853,42.09852018,0.0,0.9872569
TOX-61038,1,10.95406828,14.7068133,14.5532893,0.302090377,79.03,6.007629578,25.21515933,3.167945603,8.010147589,43.74385989,5.693758874,40.64102868,0.591160221,1.897220825,11.98427311,1.467549308,50.90738736,0.320660658,1.734397258
TOX-17286,1,10.33766044,13.3041223,17.42477069,0.261960641,114.03,7.004054997,25.5400101,3.235062805,16.00200326,86.03425751,5.673186307,49.33674208,0.64135255,0.656207585,60.9787258,1.412574931,55.4576906,0.051834039,0.988598693
TOX-61065,1,10.9296964,14.701438,14.54817601,0.279206534,232.04,6.022042954,16.0598112,3.301293082,8.028653491,58.14962316,5.665972273,23.2422518,0.599303136,1.984686246,18.05064018,1.46525565,48.86340081,0.111926013,0.973009641
TOX-48184,1,10.94817386,15.59155439,14.54464789,0.218849754,114.02,5.012564155,42.52360149,3.192226107,7.033195402,67.27935959,5.687615232,77.04242583,0.666666667,1.893566982,11.12690298,1.208830175,53.81659651,0.11415003,0.957338362
TOX-72135,0,11.23940387,15.58595762,14.5576555,0.350905806,5.03,5.016437811,24.95480826,3.119530032,7.06887159,17.84691994,5.933866535,0.0,0.5,0.994953711,0.0,1.370950594,40.06357026,0.0,0.972646359
TOX-32153,1,10.8944287,14.70086102,13.64301369,0.285227723,149.04,6.022309901,17.86877499,3.291739369,8.029067542,41.01654838,5.634084598,0.0,0.546875,1.994997036,39.74399806,1.399581231,46.18110192,0.100673998,0.973011628
TOX-38700,0,10.47783973,14.70746066,14.54270277,0.35437748,34.04,6.007301023,30.97369293,3.118541167,15.00410883,35.131871,5.824546568,4.67041619,0.590106007,0.549636211,12.84164325,1.645678055,50.89627092,0.129056942,1.824523139
TOX-17672,1,10.94241506,15.59167417,14.5445319,0.201982146,114.01,5.00938691,25.5400101,4.030166249,7.033323851,66.3210342,5.682114683,86.59231462,0.689873418,0.994025216,62.66893982,1.121927775,54.87756805,0.181161565,0.988599611
TOX-72979,0,10.95352502,14.70165254,14.5415397,0.290769853,61.04,6.024237648,11.81435946,3.13201045,8.024328483,54.21580881,5.692501776,10.63357721,0.579591837,0.995015365,38.11294267,1.503258335,50.47629033,0.055555556,0.976180433
TOX-10295,1,10.94315601,14.70564152,14.54390956,0.230992876,268.04,6.010827804,42.3515547,4.118779952,8.01271633,78.77865974,5.682627296,18.01394878,0.600896861,0.996274459,63.03826758,1.347356043,52.30539002,0.173198728,0.987800924
TOX-43460,0,10.95340541,14.70613858,13.62807459,0.271113624,16.04,6.007541196,41.74711004,4.019903032,8.011426838,42.57976773,5.693021323,0.0,0.514018692,0.9959454,19.05647134,1.379280487,48.69313184,0.027777778,0.9872569
TOX-11264,0,10.99437828,14.70178586,14.5402752,0.425558412,10.04,6.023213188,23.34170848,3.255692188,8.023456227,23.68425628,5.733376034,5.316788604,0.453608247,0.995958474,6.9237372,1.739454196,43.88341894,0.059903518,0.972776281
TOX-14481,0,10.45388722,14.70389487,13.64211763,0.295558608,12.05,6.014914012,32.58943789,4.029434152,15.0102596,38.65231365,5.887070575,0.0,0.529247911,0.536969592,20.7712116,1.477793039,47.76747607,0.0,0.984852827
TOX-36487,0,10.31209857,15.58761743,14.55217727,0.369940725,40.04,5.044729442,17.01562902,3.207461355,16.00441272,41.35398616,5.694131086,15.28474565,0.61829653,0.653441267,12.13273414,1.649725367,52.03355999,0.041753203,0.977808188
TOX-9560,0,10.95411794,14.70681948,14.54022579,0.267441362,43.02,6.005851177,18.69056362,4.022968035,8.010019446,42.78385832,5.693769725,43.42973128,0.613981763,0.992931671,19.41092589,1.32495701,51.78398267,0.061537798,0.992916433
TOX-3554,0,10.954779,14.70816241,14.55408877,0.320249374,74.03,5.057905483,28.49077971,3.188885316,8.006084942,40.04869143,5.693331321,15.95868153,0.583577713,1.893874038,18.05064018,1.505312879,50.37825413,0.148834021,0.993929413
TOX-50000,1,10.25020275,14.69967924,14.55551577,0.194584053,4349.26,6.032631875,275.3165479,4.063304952,16.10103499,336.5653824,5.674177399,76.61868166,0.573600553,0.559824076,148.4944586,1.529037788,51.23314715,0.994286523,0.977138831
TOX-63606,1,10.93484999,14.70244438,14.55107385,0.26963872,232.05,6.0219902,26.729175,4.024030755,8.022222947,66.36710896,5.67397564,6.9237372,0.567839196,0.99594606,42.22517994,1.489366176,50.53986948,0.218753315,0.977900313
TOX-50463,1,11.07283644,15.59132217,14.54501165,0.252421057,14.03,5.023116272,53.43961461,4.033730825,17.00110132,46.08960331,5.804805454,44.54244024,0.621518987,0.767886291,34.74262078,1.314975723,50.25978671,0.025,0.987515619
TOX-70869,1,10.31810806,13.30165217,17.43120488,0.415065168,76.11,7.014433433,25.56472442,4.038159548,16.01333145,139.3443411,5.693874013,10.30076712,0.434468715,0.615894014,30.33183534,2.145855787,41.70024604,0.046411678,0.96808486
TOX-53554,0,10.33781473,14.7001434,14.55016999,0.269125901,586.16,6.029585212,95.29323087,4.023114307,16.00200691,134.8350095,5.688429529,20.93434433,0.524300442,0.659347859,74.21422304,1.733962971,47.97667203,0.791467755,0.971529521
TOX-25744,0,10.43535122,14.70061038,14.54334459,0.333437396,23.08,6.023502972,29.63173521,3.286412914,53.0022681,66.44335525,5.698784162,67.77261188,0.751769464,0.151461879,87.18353777,1.786408188,72.16353246,0.018042196,0.972564321
