TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value (g/kg),Toxicity Value (mg/kg),MW,Toxicity molar kg unit,pLD50 (molar kg unit)
TOX-17492,,1-[decyl(ethoxy)phosphoryl]oxy-4-nitrobenzene,82589,CCCCCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,QAZQTRDRKXPDMA-UHFFFAOYSA-N,0.868967245,0.000868967,371.1861597,2.3411E-06,5.630588368
TOX-17725,Olivomycin,"3-(3,4-dihydroxy-1-methoxy-2-oxopentyl)-2-[4-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-5-hydroxy-6-methyloxan-2-yl]oxy-8,9-dihydroxy-6-[5-hydroxy-4-(4-hydroxy-5-methoxy-6-methyloxan-2-yl)oxy-6-methyloxan-2-yl]oxy-3,4-dihydro-2H-anthracen-1-one",78302515,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(O)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(O)C(C)O2)C(O)C(C)O1,CZDBNBLGZNWKMC-UHFFFAOYSA-N,1.850027523,0.001850028,940.3940091,1.9673E-06,5.706131664
TOX-17778,Aescin,"6-[[9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",4555259,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,AXNVHPCVMSNXNP-UHFFFAOYSA-N,5.299201725,0.005299202,1130.550904,4.6873E-06,5.329079669
TOX-17829,Variamycin,"3-(3,4-dihydroxy-1-methoxy-2-oxopentyl)-6-[4-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-5-hydroxy-6-methyloxan-2-yl]oxy-8,9-dihydroxy-2-[5-hydroxy-4-[5-hydroxy-4-(4-hydroxy-5-methoxy-6-methyloxan-2-yl)oxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-7-methyl-3,4-dihydro-2H-anthracen-1-one",99927,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(O)C(OC)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,NKGFIFLSQXHQOK-UHFFFAOYSA-N,0.119993807,0.000119994,1084.472653,1.106E-07,6.956059773
TOX-17838,Loprodiol,"2,2-bis(chloromethyl)propane-1,3-diol",71813,OCC(CO)(CCl)CCl,YFESJHPTNWYOCO-UHFFFAOYSA-N,599.9687935,0.599968794,172.0057849,0.003488073,2.457414392
TOX-1794,bumetanide,3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,2471,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,69.99558205,0.069995582,364.1092927,0.000192238,3.716161134
TOX-1818,CARTEOLOL,"5-[3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-1H-quinolin-2-one",2583,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,LWAFSWPYPHEXKX-UHFFFAOYSA-N,111.9965523,0.111996552,292.1786926,0.000383315,3.416443888
TOX-1837,,"2,2-dichloro-N-[1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",298,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N,116.9992758,0.116999276,322.0123268,0.000363338,3.439689324
TOX-18400,,methyl N-(2-chloroethyl)-N-nitrosocarbamate,26121,COC(=O)N(CCCl)N=O,ZIVWROYTZSSKDC-UHFFFAOYSA-N,1.999951971,0.001999952,166.0145198,1.20468E-05,4.919126507
TOX-1842,chloroquine,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine",2719,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,8.000500194,0.0080005,319.1815255,2.50657E-05,4.600920606
TOX-18552,Etorphine,"19-(2-hydroxypentan-2-yl)-15-methoxy-5-methyl-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11,16-tetraen-11-ol",518962,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,CAHCBJPUTCKATP-UHFFFAOYSA-N,0.007999184,8.00E-06,411.2409585,1.95E-08,7.711050676
TOX-1862,clonidine,"N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine",2803,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,44.99843545,0.044998435,229.0173526,0.000196485,3.706670976
TOX-1866,Pseudococaine,methyl 3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate,2826,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,15.13613213,0.015136132,303.1470582,0.00004993,4.301638448
TOX-1888,DL-Panthenol,"2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",4678,CC(C)(CO)C(O)C(=O)NCCCO,SNPLKNRPJHDVJA-UHFFFAOYSA-N,3999.922049,3.999922049,205.1314081,0.019499316,1.709980633
TOX-1889,,1-phenylpropan-2-amine,3007,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,12.24744872,0.012247449,135.1047994,9.06515E-05,4.042625147
TOX-1890,RACEMETHORPHAN,"4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",3008,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,14.41759449,0.014417594,271.1936144,5.31635E-05,4.274386653
TOX-1895,,"6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",3041,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,YFAGHNZHGGCZAX-UHFFFAOYSA-N,599.9566269,0.599956627,469.026597,0.001279153,2.893077616
TOX-19016,Trocimine,"azocan-1-yl-(3,4,5-trimethoxyphenyl)methanone",26650,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,WZSDNEJJUSYNSG-UHFFFAOYSA-N,24.00078078,0.024000781,307.1783583,0.000078133,4.107165245
TOX-19048,,"N,N-dimethyldecanamide",26690,CCCCCCCCCC(=O)N(C)C,HNXNKTMIVROLTK-UHFFFAOYSA-N,28.99883613,0.028998836,199.1936144,0.000145581,3.836894844
TOX-1905,Prostaglandin F2a;PGF2alpha,"7-[3,5-dihydroxy-2-(3-hydroxyoct-1-enyl)cyclopentyl]hept-5-enoic acid",160,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,PXGPLTODNUVGFL-UHFFFAOYSA-N,2.500091684,0.002500092,354.2406242,7.0576E-06,5.151342429
TOX-19182,,(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-methyl-2-phenylpropanoate,71626,CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2,XZPAMMPYTOAFOU-UHFFFAOYSA-N,69.99953861,0.069999539,303.1834437,0.000230882,3.636610304
TOX-1920,doxepin,"3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine",3158,CN(C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-UHFFFAOYSA-N,11.00066934,0.011000669,279.1623143,0.000039406,4.404437679
TOX-19221,todralazine,ethyl N-(phthalazin-1-ylamino)carbamate,5501,CCOC(=O)NNc1nncc2ccccc12,WGZDBVOTUVNQFP-UHFFFAOYSA-N,416.9946133,0.416994613,232.0960256,0.001796647,2.745537259
TOX-19292,Sulforidazine,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfonylphenothiazine,31765,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,FLGCRGJDQJIJAW-UHFFFAOYSA-N,18.00067068,0.018000671,402.1435701,4.47618E-05,4.349092442
TOX-19384,,"N,N-dimethyl-3-(6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-2-ylidene)propan-1-amine",84719,CN(C)CCC=C1c2ccccc2CCc2sccc21,ZDYPMKZEUSYJQI-UHFFFAOYSA-N,7.998871019,0.007998871,283.1394707,2.82506E-05,4.548971722
TOX-19404,,"2-(2-ethoxyanilino)-N,N-diethylacetamide",26999,CCOc1ccccc1NCC(=O)N(CC)CC,WOZUSFRRZSBYGS-UHFFFAOYSA-N,34.9997204,0.03499972,250.1681279,0.000139905,3.854167404
TOX-1943,ESMOLOL,methyl 3-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]propanoate,59768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-N,39.99878118,0.039998781,295.1783583,0.000135507,3.868037755
TOX-1954,EDTA,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,6049,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,KCXVZYZYPLLWCC-UHFFFAOYSA-N,46.99935666,0.046999357,292.0906655,0.000160907,3.793425765
TOX-1956,Vepesid J,"5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",3310,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,VJJPUSNTGOMMGY-UHFFFAOYSA-N,37.00238885,0.037002389,588.1842911,6.29095E-05,4.201283659
TOX-1965,FENTIAZAC,"2-[4-(4-chlorophenyl)-2-phenyl-1,3-thiazol-5-yl]acetic acid",28871,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,JIEKMACRVQTPRC-UHFFFAOYSA-N,70.99827782,0.070998278,329.0277273,0.000215782,3.665984683
TOX-19697,,N-methyl-1-pyridin-2-ylpropan-2-amine,203877,CNC(C)Cc1ccccn1,LRCYOGDMXYPZAE-UHFFFAOYSA-N,92.99690467,0.092996905,150.1156984,0.000619502,3.207957618
TOX-1971,,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",3364,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,UIOFUWFRIANQPC-UHFFFAOYSA-N,710.0328495,0.71003285,453.0561475,0.001567207,2.804873586
TOX-1994,gentamicin,"2-[4,6-diamino-3-[3-amino-6-[1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",3467,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,80.99949125,0.080999491,477.3162487,0.000169698,3.770323928
TOX-2028,Kanamycin A monosulfate,"2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",815,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,SBUJHOSQTJFQJX-UHFFFAOYSA-N,287.226354,0.287226354,484.238058,0.000593151,3.226834634
TOX-20327,Piroheptine,"1-ethyl-2-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)pyrrolidine",4854,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,NKJQZSDCCLDOQH-UHFFFAOYSA-N,6.198998845,0.006198999,303.1986998,2.04453E-05,4.689405779
TOX-2033,cellobiose,"2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",294,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,25200.22087,25.20022087,342.1162115,0.073659827,1.132769307
TOX-20347,,"N-[1-(7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl)ethyl]acetamide",78393643,CC(=O)NC(C)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,WDQSJGDAELMXJW-UHFFFAOYSA-N,34.99674082,0.034996741,311.1997624,0.000112458,3.949011656
TOX-20353,Erythrosin B,"3',6'-dihydroxy-2',4',5',7'-tetraiodospiro[2-benzofuran-3,9'-xanthene]-1-one",3259,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,OALHHIHQOFIMEF-UHFFFAOYSA-N,200.0011962,0.200001196,835.6550654,0.000239335,3.620994457
TOX-20377,Farmocaine,2-(diethylamino)ethyl 4-(butylamino)benzoate,4651,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1,JQMCLLAJJLVYOC-UHFFFAOYSA-N,2.39981123,0.002399811,292.2150781,8.2125E-06,5.08552554
TOX-2039,DL-DOPA,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",836,NC(Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-UHFFFAOYSA-N,144,0.144,197.0688078,0.000730709,3.136255397
TOX-2058,mepivacaine,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide",4062,Cc1cccc(C)c1NC(=O)C1CCCCN1C,INWLQCZOYSRPNW-UHFFFAOYSA-N,21.99964281,0.021999643,246.1732133,8.93665E-05,4.048825165
TOX-2061,Metergoline phenylmethyl ester,"benzyl N-[(4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinolin-9-yl)methyl]carbamate",4090,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,WZHJKEUHNJHDLS-UHFFFAOYSA-N,19.99871135,0.019998711,403.2259772,4.95968E-05,4.304546491
TOX-2064,METHDILAZINE,10-[(1-methylpyrrolidin-3-yl)methyl]phenothiazine,14677,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,HTMIBDQKFHUPSX-UHFFFAOYSA-N,16.99776346,0.016997763,296.1347196,5.73988E-05,4.241097547
TOX-2094,Moxisylyte,[4-[2-(dimethylamino)ethoxy]-2-methyl-5-propan-2-ylphenyl] acetate,4260,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,VRYMTAVOXVTQEF-UHFFFAOYSA-N,58.5979025,0.058597903,279.1834437,0.00020989,3.678007589
TOX-2109,nitrazepam,"7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",4506,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N,519.9981508,0.519998151,281.0800412,0.00185,2.732828209
TOX-2110,nitrendipine,"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",4507,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N,2.500235869,0.002500236,360.1321364,6.9426E-06,5.158480896
TOX-2112,mechlorethamine,2-chloro-N-(2-chloroethyl)-N-methylethanamine,4033,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N,1.599938485,0.001599938,155.0268547,1.03204E-05,4.986303651
TOX-2124,Opipramol,2-[4-(3-benzo[b][1]benzazepin-11-ylpropyl)piperazin-1-yl]ethanol,9417,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,YNZFUWZUGRBMHL-UHFFFAOYSA-N,10.99984869,0.010999849,363.2310625,3.02833E-05,4.51879627
TOX-2125,metaproterenol,"5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol",4086,CC(C)NCC(O)c1cc(O)cc(O)c1,LMOINURANNBYCM-UHFFFAOYSA-N,81.29961509,0.081299615,211.1208434,0.000385086,3.414442623
TOX-21424,Mepixanox,3-methoxy-4-(piperidin-1-ylmethyl)xanthen-9-one,65687,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,PYSOHOOUXFWCFF-UHFFFAOYSA-N,15.6003859,0.015600386,323.1521435,4.82757E-05,4.3162717
TOX-2146,,1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol,4724,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,KQXKVJAGOJTNJS-UHFFFAOYSA-N,16.99795838,0.016997958,291.2198292,5.83681E-05,4.233824181
TOX-2151,PERAZINE,10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,4744,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,WEYVCQFUGFRXOM-UHFFFAOYSA-N,24.99941089,0.024999411,339.1769188,7.37061E-05,4.132496516
TOX-2155,phenmetrazine,3-methyl-2-phenylmorpholine,4762,CC1NCCOC1c1ccccc1,OOBHFESNSZDWIU-UHFFFAOYSA-N,40.99838075,0.040998381,177.1153641,0.000231478,3.635489532
TOX-2163,pimozide,"3-[1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl]-1H-benzimidazol-2-one",16362,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,21.99733077,0.021997331,461.227869,0.000047693,4.321545556
TOX-2165,pindolol,1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,4828,CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,9.999758383,0.009999758,248.1524779,4.02968E-05,4.39472911
TOX-21685,plicamycin,"2-[4-[4-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-5-hydroxy-6-methyloxan-2-yl]oxy-5-hydroxy-6-methyloxan-2-yl]oxy-3-(3,4-dihydroxy-1-methoxy-2-oxopentyl)-6-[4-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-5-hydroxy-6-methyloxan-2-yl]oxy-8,9-dihydroxy-7-methyl-3,4-dihydro-2H-anthracen-1-one",230076,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,CFCUWKMKBJTWLW-UHFFFAOYSA-N,0.249987099,0.000249987,1084.472653,2.305E-07,6.637301008
TOX-2171,piretanide,4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid,4849,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,UJEWTUDSLQGTOA-UHFFFAOYSA-N,177.996562,0.177996562,362.0936427,0.000491576,3.308409286
TOX-2182,prilocaine,N-(2-methylphenyl)-2-(propylamino)propanamide,4906,CCCNC(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N,17.99950979,0.01799951,220.1575633,8.17574E-05,4.087472932
TOX-21828,thiamine disulfide,N-[(4-amino-2-methylpyrimidin-5-yl)methyl]-N-[3-[[2-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-5-hydroxypent-2-en-3-yl]disulfanyl]-5-hydroxypent-2-en-2-yl]formamide,5432,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,GFEGEDUIIYDMOX-UHFFFAOYSA-N,824.967746,0.824967746,562.2144436,0.001467354,2.83346503
TOX-2183,procaine,2-(diethylamino)ethyl 4-aminobenzoate,4914,CCN(CC)CCOC(=O)c1ccc(N)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-N,41.98720516,0.041987205,236.1524779,0.000177797,3.75007554
TOX-2184,prochlorperazine,2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,4917,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,4.999291358,0.004999291,373.1379464,0.000013398,4.872960969
TOX-21891,Pipoctanone,1-(4-octylphenyl)-3-piperidin-1-ylpropan-1-one,197970,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1,ODUILFNOMMYWTO-UHFFFAOYSA-N,10.99906534,0.010999065,329.2718647,3.34042E-05,4.476198841
TOX-2192,quinacrine,"4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine",237,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,GPKJTRJOBQGKQK-UHFFFAOYSA-N,8.486002675,0.008486003,399.2077403,2.12571E-05,4.672495789
TOX-2199,Isoreserpin,"methyl 6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",5052,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,QEVHRUUCFGRFIF-UHFFFAOYSA-N,15.00029571,0.015000296,608.2733809,2.46605E-05,4.607998991
TOX-22082,,"5,7-diphenyl-1,3-diazatricyclo[3.3.1.13,7]decan-4-one",29400,O=C1N2CN3CC(c4ccccc4)(C2)CC1(c1ccccc1)C3,LPVYSZDXQGZULM-UHFFFAOYSA-N,440.0101189,0.440010119,304.1575633,0.001446652,2.839635956
TOX-22100,,"2-ethyl-8-methyl-2,8-diazaspiro[4.5]decane-1,3-dione",87934,CCN1C(=O)CC2(CCN(C)CC2)C1=O,UIHKDOBBVHGTAQ-UHFFFAOYSA-N,3.699876832,0.003699877,210.1368278,0.000017607,4.754314905
TOX-22266,Moquizone,1-(2-morpholin-4-ylacetyl)-3-phenyl-2H-quinazolin-4-one,63216,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,VCRQLDNIOXNDMT-UHFFFAOYSA-N,184.9292627,0.184929263,351.1582915,0.000526627,3.278497289
TOX-2261,tetracaine,2-(dimethylamino)ethyl 4-(butylamino)benzoate,5411,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,GKCBAIGFKIBETG-UHFFFAOYSA-N,2.149926809,0.002149927,264.183778,0.000008138,5.089482471
TOX-22857,,trichloromethyl thiocyanate,88421,N#CSC(Cl)(Cl)Cl,RMUJSHZJFTWGGN-UHFFFAOYSA-N,3.200816069,0.003200816,174.881703,1.83027E-05,4.737483655
TOX-22892,,"N-(7-butan-2-yl-2-hydroxy-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",3738730,CCC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,YYWXOXLDOMRDHW-UHFFFAOYSA-N,124.9978288,0.124997829,575.3107694,0.00021727,3.663000034
TOX-2306,chlorpheniramine,"3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine",2725,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-UHFFFAOYSA-N,21.99959973,0.0219996,274.1236763,8.02543E-05,4.095531768
TOX-2307,dopamine,"4-(2-aminoethyl)benzene-1,2-diol",681,NCCc1ccc(O)c(O)c1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,89.99941245,0.089999412,153.0789786,0.000587928,3.230675882
TOX-2311,labetalol,2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide,3869,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,40.99850187,0.040998502,328.1786926,0.000124927,3.903342393
TOX-2321,clomipramine,"3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",2801,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,12.00152449,0.012001524,314.1549764,3.82026E-05,4.417907528
TOX-2327,Cogoxin,"3-[3-[5-[5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",3062,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,LTMHDMANZUZIPE-UHFFFAOYSA-N,3.559776632,0.003559777,780.4296067,4.5613E-06,5.340910989
TOX-23340,,"6-[[22-[(3-acetyloxy-2-methylbutanoyl)oxymethyl]-21-hydroxy-8-(hydroxymethyl)-3,4,8,12,19,19-hexamethyl-23-oxahexacyclo[18.2.1.03,16.04,13.07,12.017,22]tricos-15-en-9-yl]oxy]-4-hydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxane-2-carboxylic acid",418711,CC(=O)OC(C)C(C)C(=O)OCC12C3CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(CO)C6CCC54C)C1CC(C)(C)C(O3)C2O,MDECBZJUSDTBAX-UHFFFAOYSA-N,4.999804761,0.004999805,1100.540339,0.000004543,5.34265292
TOX-2337,meperidine,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,4058,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,XADCESSVHJOZHK-UHFFFAOYSA-N,28.28335642,0.028283356,247.1572289,0.000114435,3.941442371
